uid,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10
7,24,4,18,3,clear,warm,shopping,False,114.0,0,35.0
7,24,4,22,4,clear,warm,home,True,0.0,2,0.0
7,24,4,23,5,clear,warm,home,True,141.0,2,19.0
7,25,5,10,1,clear,warm,home,True,0.0,0,0.0
7,25,5,15,2,cloudy,warm,service,True,310.0,0,0.0
7,25,5,18,3,clear,warm,activity,True,437.0,1,0.0
7,25,5,22,4,clear,warm,activity,True,191.0,1,63.0
7,25,5,23,5,clear,warm,activity,True,49.0,0,54.0
7,26,6,10,1,clear,warm,home,True,0.0,2,0.0
7,26,6,15,2,clear,warm,home,True,302.0,0,242.0
7,26,6,18,3,cloudy,warm,home,True,97.0,0,25.0
7,26,6,22,4,cloudy,warm,home,True,800.0,1,33.0
7,26,6,23,5,cloudy,mild,home,True,402.0,2,303.0
7,27,0,10,1,clear,cool,home,True,0.0,0,0.0
7,27,0,15,2,clear,mild,home,True,686.0,2,0.0
7,27,0,18,3,cloudy,mild,home,True,0.0,1,0.0
7,27,0,22,4,cloudy,mild,home,True,0.0,1,32.0
7,27,0,23,5,cloudy,mild,home,True,19.0,0,48.0
7,28,1,10,1,cloudy,mild,home,True,0.0,2,0.0
7,28,1,15,2,cloudy,mild,home,True,0.0,2,0.0
7,28,1,18,3,cloudy,mild,work,True,0.0,2,0.0
7,28,1,22,4,cloudy,mild,work,False,439.0,0,235.0
7,28,1,23,5,cloudy,mild,home,True,69.0,2,392.0
7,29,2,10,1,cloudy,cool,home,True,0.0,2,29.0
7,29,2,15,2,cloudy,mild,work,True,0.0,0,0.0
7,29,2,18,3,cloudy,mild,work,True,12.0,2,0.0
7,29,2,22,4,cloudy,mild,shopping,True,77.0,0,0.0
7,29,2,23,5,cloudy,mild,home,True,0.0,0,0.0
7,30,3,10,1,clear,cool,home,True,0.0,2,0.0
7,30,3,15,2,clear,mild,home,True,0.0,1,0.0
7,30,3,18,3,cloudy,cool,home,True,2628.0,0,1076.0
7,31,4,10,1,clear,mild,home,True,0.0,2,0.0
7,31,4,15,2,clear,mild,home,False,174.0,0,136.0
7,31,4,18,3,clear,mild,home,True,31.0,0,188.0
7,31,4,22,4,cloudy,warm,service,True,339.0,0,0.0
7,31,4,23,5,clear,mild,service,True,141.0,0,58.0
7,32,5,10,1,cloudy,mild,service,True,0.0,0,0.0
7,32,5,15,2,cloudy,warm,service,True,61.0,0,0.0
7,32,5,18,3,cloudy,warm,service,True,37.0,2,52.0
7,32,5,22,4,cloudy,warm,service,True,0.0,1,39.0
7,32,5,23,5,cloudy,mild,service,True,60.0,1,0.0
7,33,6,10,1,cloudy,mild,service,True,0.0,1,0.0
7,33,6,15,2,cloudy,warm,home,True,555.0,0,85.0
7,33,6,18,3,cloudy,warm,home,True,484.0,1,13.0
7,33,6,22,4,cloudy,warm,home,True,64.0,2,49.0
7,33,6,23,5,cloudy,warm,home,True,327.0,2,19.0
7,34,0,10,1,cloudy,mild,home,True,0.0,1,0.0
7,34,0,15,2,cloudy,warm,home,True,80.0,0,57.0
7,34,0,18,3,cloudy,warm,shopping,True,129.0,2,0.0
7,34,0,22,4,clear,hot,work,True,318.0,2,0.0
7,34,0,23,5,clear,warm,home,True,247.0,0,59.0
7,35,1,10,1,clear,warm,home,True,0.0,2,0.0
7,35,1,15,2,clear,warm,home,True,0.0,2,155.0
7,35,1,18,3,clear,warm,home,False,660.0,0,813.0
7,35,1,22,4,clear,warm,home,True,86.0,2,0.0
7,35,1,23,5,clear,warm,home,True,0.0,2,0.0
7,36,2,10,1,clear,warm,home,True,0.0,0,84.0
7,36,2,15,2,clear,warm,home,True,266.0,2,157.0
7,36,2,18,3,clear,warm,home,True,0.0,2,40.0
7,36,2,22,4,clear,warm,home,True,486.0,0,50.0
7,36,2,23,5,clear,warm,home,True,111.0,2,0.0
7,37,3,10,1,clear,warm,home,True,0.0,0,0.0
7,37,3,15,2,clear,warm,home,True,34.0,0,0.0
7,37,3,18,3,clear,warm,home,True,0.0,0,0.0
7,37,3,22,4,clear,warm,home,True,38.0,2,91.0
7,37,3,23,5,clear,warm,home,True,501.0,2,171.0
7,38,4,10,1,cloudy,warm,home,True,0.0,0,0.0
7,38,4,15,2,cloudy,warm,home,False,511.0,0,0.0
7,38,4,18,3,cloudy,warm,work,True,1136.0,0,0.0
7,38,4,22,4,cloudy,warm,work,True,0.0,2,0.0
7,38,4,23,5,cloudy,warm,work,True,6.0,2,30.0
7,39,5,10,1,cloudy,mild,work,True,0.0,1,0.0
7,39,5,15,2,clear,mild,work,True,202.0,0,20.0
7,39,5,18,3,cloudy,warm,work,True,0.0,1,0.0
7,40,6,10,1,cloudy,mild,work,True,0.0,2,0.0
7,40,6,15,2,clear,warm,work,True,447.0,1,36.0
7,40,6,18,3,clear,warm,work,True,118.0,1,283.0
7,40,6,22,4,clear,warm,work,True,0.0,1,0.0
7,41,0,10,1,clear,warm,home,True,0.0,0,0.0
7,41,0,15,2,clear,warm,home,True,680.0,2,187.0
7,41,0,18,3,clear,warm,home,True,13.0,2,0.0
7,41,0,22,4,clear,warm,home,True,485.0,2,41.0
7,41,0,23,5,clear,warm,home,True,413.0,0,238.0
7,42,1,10,1,clear,warm,home,True,0.0,0,0.0
7,42,1,15,2,clear,warm,home,True,1108.0,0,234.0
7,42,1,18,3,clear,warm,home,True,290.0,2,25.0
7,42,1,22,4,clear,warm,home,True,66.0,0,0.0
7,42,1,23,5,clear,warm,home,True,22.0,2,19.0
8,1,2,0,5,clear,warm,work,True,0.0,1,572.0
8,1,2,12,1,clear,mild,dining,True,94.0,0,120.0
8,1,2,16,2,clear,hot,work,True,16.0,1,0.0
8,1,2,18,3,cloudy,hot,work,True,65.0,2,208.0
8,1,2,20,4,cloudy,warm,work,True,177.0,2,59.0
8,2,3,0,5,cloudy,warm,dining,True,0.0,1,30.0
8,2,3,12,1,clear,mild,dining,True,0.0,2,0.0
8,2,3,16,2,clear,warm,work,True,0.0,2,304.0
8,2,3,18,3,clear,hot,work,True,26.0,1,63.0
8,2,3,20,4,clear,hot,work,True,28.0,0,29.0
8,3,4,0,5,clear,warm,work,True,192.0,2,0.0
8,3,4,16,2,clear,warm,work,True,395.0,1,14.0
8,3,4,18,3,cloudy,hot,service,True,893.0,2,0.0
8,4,5,0,5,clear,warm,activity,False,0.0,0,0.0
8,4,5,12,1,clear,mild,dining,True,0.0,0,0.0
8,4,5,16,2,clear,warm,dining,True,927.0,0,172.0
8,4,5,18,3,cloudy,warm,work,True,88.0,2,0.0
8,4,5,20,4,cloudy,hot,work,False,65.0,0,58.0
8,5,6,0,5,clear,warm,work,False,1507.0,0,726.0
8,5,6,12,1,clear,mild,dining,True,0.0,2,0.0
8,5,6,16,2,clear,hot,dining,False,161.0,0,478.0
8,5,6,18,3,clear,hot,dining,True,49.0,1,0.0
8,5,6,20,4,clear,hot,dining,True,0.0,2,0.0
8,6,0,0,5,clear,hot,dining,True,497.0,0,0.0
8,6,0,12,1,cloudy,mild,dining,True,0.0,0,0.0
8,6,0,16,2,clear,warm,work,True,0.0,2,0.0
8,6,0,18,3,clear,warm,work,True,95.0,0,0.0
8,6,0,20,4,cloudy,warm,work,True,209.0,0,0.0
8,7,1,0,5,clear,warm,dining,True,61.0,1,0.0
8,7,1,12,1,clear,mild,dining,True,0.0,1,0.0
8,7,1,16,2,clear,warm,work,False,513.0,0,263.0
8,7,1,18,3,cloudy,warm,work,True,0.0,2,222.0
8,7,1,20,4,clear,warm,work,True,1267.0,0,0.0
8,8,2,0,5,cloudy,warm,dining,True,0.0,1,150.0
8,8,2,12,1,clear,mild,dining,True,0.0,2,0.0
8,8,2,16,2,clear,warm,work,False,588.0,0,494.0
8,8,2,18,3,clear,warm,work,True,0.0,2,0.0
8,8,2,20,4,cloudy,warm,work,True,87.0,1,86.0
8,9,3,0,5,clear,mild,dining,True,124.0,0,393.0
8,9,3,12,1,clear,mild,dining,True,0.0,1,118.0
8,9,3,16,2,clear,warm,work,False,911.0,0,473.0
8,9,3,18,3,cloudy,warm,work,True,91.0,1,680.0
8,9,3,20,4,cloudy,warm,work,True,227.0,1,0.0
8,10,4,0,5,clear,warm,dining,True,1149.0,0,54.0
8,10,4,12,1,cloudy,cool,dining,True,0.0,2,79.0
8,10,4,16,2,clear,warm,service,True,952.0,0,194.0
8,10,4,18,3,cloudy,warm,work,True,236.0,0,193.0
8,10,4,20,4,cloudy,warm,work,True,185.0,0,0.0
8,11,5,0,5,cloudy,warm,dining,True,18.0,0,87.0
8,11,5,12,1,cloudy,mild,dining,True,0.0,2,0.0
8,11,5,16,2,cloudy,warm,dining,True,502.0,0,33.0
8,11,5,18,3,cloudy,warm,dining,True,128.0,0,19.0
8,11,5,20,4,cloudy,warm,work,False,3013.0,0,261.0
8,12,6,0,5,cloudy,warm,work,False,740.0,0,1053.0
8,12,6,12,1,cloudy,mild,dining,True,0.0,2,0.0
8,12,6,16,2,cloudy,warm,dining,True,328.0,2,134.0
8,12,6,18,3,cloudy,warm,work,True,985.0,1,208.0
8,12,6,20,4,clear,warm,work,False,109.0,0,362.0
8,13,0,0,5,cloudy,warm,dining,True,198.0,1,45.0
8,13,0,12,1,cloudy,mild,dining,True,26.0,2,232.0
8,13,0,16,2,cloudy,warm,work,True,1267.0,1,0.0
8,13,0,18,3,bad,warm,work,True,284.0,2,37.0
8,13,0,20,4,cloudy,warm,work,True,0.0,1,618.0
8,14,1,0,5,cloudy,warm,dining,True,0.0,1,108.0
8,14,1,16,2,clear,warm,service,True,1066.0,2,13.0
8,14,1,18,3,cloudy,warm,work,True,0.0,0,0.0
8,14,1,20,4,clear,warm,work,True,771.0,0,0.0
8,15,2,0,5,cloudy,warm,dining,True,116.0,2,173.0
8,15,2,12,1,clear,mild,dining,True,0.0,1,0.0
8,15,2,16,2,cloudy,mild,work,True,0.0,2,0.0
8,15,2,18,3,cloudy,warm,work,True,640.0,0,0.0
8,15,2,20,4,cloudy,warm,work,False,392.0,0,639.0
8,16,3,0,5,clear,mild,dining,True,0.0,2,78.0
8,16,3,12,1,cloudy,mild,dining,True,0.0,1,0.0
8,16,3,16,2,clear,warm,service,True,1276.0,1,600.0
8,16,3,18,3,clear,warm,work,True,0.0,0,0.0
8,16,3,20,4,clear,hot,work,True,285.0,1,767.0
8,17,4,0,5,cloudy,warm,dining,False,1527.0,0,346.0
8,17,4,12,1,cloudy,mild,dining,True,0.0,0,0.0
8,17,4,16,2,cloudy,warm,service,True,618.0,2,602.0
8,17,4,18,3,cloudy,warm,work,False,179.0,0,534.0
8,17,4,20,4,cloudy,hot,work,True,245.0,2,414.0
8,18,5,0,5,cloudy,warm,work,True,156.0,1,0.0
8,18,5,12,1,cloudy,mild,dining,True,0.0,1,0.0
8,18,5,16,2,clear,hot,dining,True,752.0,0,172.0
8,18,5,18,3,clear,hot,dining,True,0.0,1,61.0
8,18,5,20,4,clear,hot,dining,True,150.0,2,490.0
8,19,6,0,5,clear,warm,dining,True,25.0,1,19.0
8,19,6,12,1,clear,mild,dining,True,0.0,0,0.0
8,19,6,16,2,cloudy,hot,dining,True,479.0,2,179.0
8,19,6,18,3,cloudy,hot,dining,True,99.0,0,0.0
8,19,6,20,4,clear,hot,dining,True,506.0,1,0.0
8,20,0,0,5,clear,warm,dining,True,1377.0,1,221.0
8,20,0,12,1,cloudy,warm,dining,True,0.0,2,0.0
8,20,0,16,2,cloudy,hot,shopping,False,1150.0,0,276.0
8,20,0,18,3,clear,hot,work,True,0.0,2,0.0
8,20,0,20,4,cloudy,warm,work,True,113.0,1,0.0
8,21,1,0,5,cloudy,warm,dining,True,19.0,1,0.0
8,21,1,12,1,cloudy,mild,dining,True,0.0,2,0.0
8,21,1,16,2,cloudy,warm,work,True,953.0,0,285.0
8,21,1,18,3,cloudy,warm,work,True,0.0,2,69.0
8,21,1,20,4,cloudy,warm,work,True,45.0,2,486.0
8,22,2,0,5,clear,warm,dining,True,596.0,0,0.0
8,22,2,12,1,clear,mild,dining,True,0.0,0,92.0
8,22,2,16,2,clear,warm,service,True,1704.0,0,0.0
8,22,2,18,3,cloudy,warm,work,True,38.0,2,214.0
8,22,2,20,4,bad,warm,work,True,216.0,2,0.0
8,23,3,0,5,cloudy,warm,dining,True,128.0,0,297.0
8,23,3,12,1,cloudy,mild,dining,True,0.0,2,18.0
8,23,3,16,2,cloudy,mild,work,False,781.0,0,766.0
8,23,3,18,3,cloudy,warm,work,True,77.0,2,0.0
8,23,3,20,4,cloudy,mild,work,True,345.0,2,0.0
8,24,4,0,5,cloudy,mild,dining,True,0.0,2,0.0
8,24,4,12,1,clear,cool,dining,True,0.0,2,24.0
8,24,4,16,2,clear,warm,service,True,1306.0,0,0.0
8,24,4,18,3,clear,warm,work,False,327.0,0,344.0
8,24,4,20,4,cloudy,warm,work,True,43.0,0,48.0
8,25,5,0,5,cloudy,mild,dining,True,152.0,2,0.0
8,25,5,12,1,clear,cool,dining,True,0.0,1,0.0
8,25,5,16,2,cloudy,warm,dining,True,133.0,1,0.0
8,25,5,18,3,clear,warm,dining,True,0.0,1,0.0
8,25,5,20,4,clear,warm,work,True,20.0,0,44.0
8,26,6,0,5,clear,mild,dining,True,0.0,1,46.0
8,26,6,12,1,clear,mild,dining,True,0.0,0,0.0
8,26,6,16,2,cloudy,warm,dining,True,68.0,1,0.0
8,26,6,18,3,cloudy,warm,dining,False,246.0,0,1162.0
8,26,6,20,4,cloudy,warm,work,True,0.0,2,0.0
8,27,0,0,5,bad,mild,dining,True,0.0,2,0.0
8,27,0,12,1,clear,cool,dining,True,110.0,2,275.0
8,27,0,16,2,clear,mild,work,True,465.0,0,212.0
8,27,0,18,3,cloudy,mild,work,True,0.0,0,0.0
8,27,0,20,4,cloudy,mild,work,True,45.0,1,0.0
8,28,1,0,5,cloudy,mild,dining,True,0.0,2,0.0
8,28,1,12,1,cloudy,cool,dining,True,0.0,2,19.0
8,28,1,16,2,cloudy,mild,work,True,1196.0,0,0.0
8,28,1,18,3,cloudy,mild,work,True,0.0,1,18.0
8,28,1,20,4,cloudy,mild,work,True,89.0,1,251.0
8,29,2,12,1,cloudy,cool,dining,True,416.0,2,0.0
8,29,2,16,2,cloudy,mild,work,False,525.0,0,755.0
8,29,2,18,3,cloudy,mild,work,True,31.0,2,236.0
8,29,2,20,4,cloudy,mild,work,True,249.0,1,41.0
8,30,3,0,5,cloudy,mild,dining,True,66.0,2,112.0
8,30,3,12,1,cloudy,cool,dining,True,0.0,2,0.0
8,30,3,16,2,clear,mild,service,False,1311.0,0,185.0
8,30,3,18,3,cloudy,mild,work,False,75.0,0,423.0
8,30,3,20,4,cloudy,mild,work,True,980.0,2,0.0
8,31,4,0,5,cloudy,mild,dining,True,0.0,1,0.0
8,31,4,12,1,bad,cool,dining,True,0.0,2,0.0
8,31,4,16,2,cloudy,mild,service,True,686.0,0,0.0
8,31,4,18,3,clear,warm,work,True,128.0,1,415.0
8,31,4,20,4,cloudy,warm,work,True,981.0,2,0.0
8,32,5,0,5,cloudy,mild,dining,True,0.0,1,0.0
8,32,5,12,1,clear,mild,dining,True,0.0,0,0.0
8,32,5,16,2,cloudy,warm,dining,True,73.0,2,100.0
8,32,5,18,3,cloudy,warm,dining,True,76.0,0,0.0
8,32,5,20,4,cloudy,warm,dining,True,0.0,0,128.0
8,33,6,0,5,cloudy,mild,dining,True,129.0,0,56.0
8,33,6,12,1,cloudy,mild,dining,True,0.0,0,0.0
8,33,6,16,2,cloudy,warm,dining,True,118.0,1,20.0
8,33,6,18,3,cloudy,warm,dining,True,160.0,1,0.0
8,33,6,20,4,cloudy,warm,dining,True,0.0,0,0.0
8,34,0,0,5,clear,warm,dining,True,824.0,2,26.0
8,34,0,12,1,bad,mild,dining,True,0.0,2,0.0
8,34,0,16,2,cloudy,warm,service,True,1136.0,0,634.0
8,34,0,18,3,cloudy,warm,work,True,630.0,2,0.0
8,34,0,20,4,clear,warm,work,True,185.0,0,0.0
8,35,1,0,5,clear,warm,dining,True,284.0,0,39.0
8,35,1,12,1,bad,mild,dining,True,0.0,2,0.0
8,35,1,16,2,clear,hot,service,True,705.0,2,329.0
8,35,1,18,3,cloudy,hot,work,True,0.0,0,20.0
8,35,1,20,4,cloudy,hot,work,True,0.0,2,297.0
8,36,2,0,5,cloudy,warm,dining,True,119.0,2,95.0
8,36,2,12,1,bad,mild,dining,True,0.0,2,19.0
8,36,2,16,2,cloudy,warm,work,False,549.0,0,304.0
8,36,2,18,3,clear,hot,work,True,225.0,0,0.0
8,36,2,20,4,clear,hot,work,True,36.0,0,0.0
8,37,3,0,5,clear,warm,dining,True,748.0,1,0.0
8,37,3,12,1,clear,mild,dining,True,25.0,0,180.0
8,37,3,16,2,clear,hot,service,True,966.0,1,49.0
8,37,3,18,3,clear,hot,work,True,0.0,0,0.0
8,37,3,20,4,cloudy,warm,work,True,244.0,0,0.0
8,38,4,0,5,bad,mild,dining,True,39.0,0,0.0
8,38,4,12,1,cloudy,mild,dining,True,0.0,0,19.0
8,38,4,18,3,cloudy,warm,activity,True,693.0,2,325.0
8,38,4,20,4,cloudy,warm,activity,False,494.0,0,0.0
8,39,5,0,5,cloudy,warm,dining,True,0.0,0,0.0
8,39,5,12,1,bad,mild,dining,True,0.0,0,0.0
8,39,5,16,2,cloudy,mild,dining,True,333.0,1,62.0
8,39,5,18,3,cloudy,warm,dining,True,41.0,2,0.0
8,39,5,20,4,cloudy,warm,work,True,20.0,0,0.0
8,40,6,0,5,clear,warm,dining,True,72.0,1,0.0
8,40,6,12,1,cloudy,mild,dining,True,0.0,2,0.0
8,40,6,16,2,clear,hot,dining,True,65.0,0,20.0
8,40,6,18,3,clear,hot,dining,True,0.0,1,0.0
8,40,6,20,4,clear,hot,dining,True,0.0,1,0.0
8,41,0,0,5,clear,warm,dining,True,0.0,0,0.0
8,41,0,12,1,bad,mild,dining,True,0.0,0,0.0
8,41,0,16,2,clear,hot,dining,True,718.0,2,42.0
8,41,0,18,3,clear,hot,dining,True,143.0,1,531.0
8,41,0,20,4,clear,hot,work,True,1403.0,2,31.0
8,42,1,0,5,clear,warm,dining,True,1921.0,1,338.0
8,42,1,12,1,clear,warm,dining,True,89.0,1,224.0
8,42,1,16,2,cloudy,warm,work,True,1840.0,2,264.0
8,42,1,18,3,clear,hot,work,True,64.0,1,0.0
8,42,1,20,4,clear,hot,work,True,1482.0,2,245.0
8,43,2,0,5,clear,warm,work,True,0.0,0,203.0
8,43,2,12,1,cloudy,mild,dining,True,0.0,2,0.0
8,43,2,16,2,cloudy,warm,work,True,981.0,2,0.0
8,43,2,18,3,cloudy,warm,work,True,0.0,0,0.0
8,43,2,20,4,cloudy,warm,work,True,0.0,2,0.0
8,44,3,0,5,cloudy,mild,work,True,124.0,0,0.0
8,44,3,12,1,cloudy,cool,dining,True,97.0,2,389.0
8,44,3,16,2,clear,warm,work,True,996.0,1,0.0
9,1,2,11,1,cloudy,mild,home,True,0.0,0,0.0
9,1,2,15,2,clear,hot,work,True,0.0,1,0.0
9,1,2,18,3,cloudy,hot,work,True,97.0,0,66.0
9,1,2,20,4,cloudy,warm,work,True,0.0,1,0.0
9,1,2,23,5,cloudy,warm,home,True,1273.0,1,0.0
9,2,3,11,1,clear,mild,home,True,0.0,1,0.0
9,2,3,15,2,clear,warm,activity,True,74.0,1,0.0
9,2,3,18,3,clear,hot,work,True,0.0,0,18.0
9,2,3,20,4,clear,hot,work,True,0.0,0,0.0
9,2,3,23,5,clear,warm,home,True,0.0,2,131.0
9,3,4,11,1,clear,mild,home,True,0.0,2,0.0
9,3,4,15,2,clear,warm,home,True,163.0,2,49.0
9,3,4,18,3,cloudy,hot,home,True,0.0,1,295.0
9,3,4,20,4,cloudy,hot,home,True,486.0,0,136.0
9,3,4,23,5,clear,warm,home,True,0.0,0,0.0
9,4,5,18,3,cloudy,warm,home,True,0.0,0,0.0
9,4,5,20,4,cloudy,hot,home,True,0.0,2,0.0
9,4,5,23,5,clear,warm,home,True,30.0,1,40.0
9,5,6,15,2,clear,warm,home,True,0.0,1,0.0
9,5,6,18,3,clear,hot,home,True,0.0,0,0.0
9,5,6,20,4,clear,hot,home,True,21.0,0,13.0
9,5,6,23,5,clear,hot,home,True,0.0,1,0.0
9,6,0,11,1,cloudy,mild,home,True,0.0,0,0.0
9,6,0,15,2,clear,warm,work,True,0.0,0,29.0
9,6,0,18,3,clear,warm,work,True,0.0,2,93.0
9,6,0,20,4,cloudy,warm,work,True,258.0,1,0.0
9,6,0,23,5,cloudy,warm,work,True,29.0,2,0.0
9,7,1,11,1,clear,cool,home,True,0.0,1,0.0
9,7,1,15,2,clear,warm,work,True,0.0,0,55.0
9,7,1,18,3,clear,freezing,service,False,0.0,0,0.0
9,7,1,20,4,clear,warm,dining,False,266.0,0,22.0
9,7,1,23,5,cloudy,warm,home,True,91.0,0,0.0
9,8,2,11,1,clear,cool,home,True,0.0,2,0.0
9,8,2,15,2,clear,warm,work,True,37.0,2,0.0
9,8,2,18,3,clear,warm,work,True,0.0,0,21.0
9,8,2,20,4,cloudy,warm,home,True,658.0,2,0.0
9,8,2,23,5,cloudy,warm,home,True,550.0,2,64.0
9,9,3,11,1,clear,cool,home,True,0.0,0,0.0
9,9,3,15,2,clear,warm,work,True,0.0,1,0.0
9,9,3,18,3,cloudy,warm,work,True,0.0,0,24.0
9,9,3,20,4,cloudy,warm,home,True,263.0,2,115.0
9,9,3,23,5,cloudy,warm,work,True,149.0,0,0.0
9,10,4,11,1,cloudy,cool,home,True,0.0,0,0.0
9,10,4,15,2,clear,warm,work,True,32.0,0,72.0
9,10,4,18,3,cloudy,warm,work,True,1145.0,2,112.0
9,10,4,20,4,cloudy,warm,dining,False,1651.0,0,1496.0
9,10,4,23,5,cloudy,warm,home,True,0.0,1,0.0
9,11,5,11,1,cloudy,mild,home,True,0.0,1,0.0
9,11,5,15,2,cloudy,warm,home,True,61.0,0,134.0
9,11,5,18,3,cloudy,warm,home,True,53.0,1,89.0
9,11,5,20,4,cloudy,warm,home,True,0.0,1,0.0
9,11,5,23,5,cloudy,warm,shopping,True,148.0,2,0.0
9,12,6,11,1,cloudy,mild,home,True,0.0,2,0.0
9,12,6,15,2,cloudy,warm,home,True,0.0,2,0.0
9,12,6,18,3,cloudy,warm,work,True,548.0,2,0.0
9,12,6,20,4,clear,warm,work,True,151.0,1,0.0
9,12,6,23,5,clear,warm,work,True,0.0,1,0.0
9,13,0,11,1,cloudy,mild,home,True,0.0,0,0.0
9,13,0,15,2,cloudy,warm,work,True,0.0,1,0.0
9,13,0,18,3,bad,warm,work,False,0.0,0,97.0
9,13,0,20,4,cloudy,warm,work,True,138.0,2,27.0
9,13,0,23,5,cloudy,warm,work,True,46.0,0,576.0
9,14,1,11,1,cloudy,mild,home,True,0.0,0,0.0
9,14,1,15,2,clear,warm,work,True,0.0,1,0.0
9,14,1,18,3,clear,warm,work,True,0.0,0,63.0
9,14,1,20,4,clear,warm,work,True,256.0,2,447.0
9,14,1,23,5,clear,warm,home,True,193.0,1,378.0
9,15,2,11,1,clear,cool,home,True,0.0,2,0.0
9,15,2,15,2,cloudy,mild,work,True,0.0,0,0.0
9,15,2,18,3,cloudy,warm,work,True,0.0,0,22.0
9,15,2,20,4,cloudy,warm,home,True,169.0,2,34.0
9,15,2,23,5,cloudy,warm,work,True,0.0,1,280.0
9,16,3,11,1,cloudy,mild,home,True,0.0,2,0.0
9,16,3,15,2,clear,warm,work,True,0.0,2,0.0
9,16,3,18,3,clear,warm,work,True,0.0,2,198.0
9,16,3,20,4,clear,warm,work,True,76.0,2,0.0
9,16,3,23,5,clear,warm,home,True,300.0,1,0.0
9,17,4,11,1,cloudy,mild,home,True,0.0,0,0.0
9,17,4,15,2,cloudy,warm,work,True,0.0,0,0.0
9,17,4,18,3,cloudy,warm,work,True,0.0,2,0.0
9,17,4,20,4,cloudy,hot,work,True,200.0,0,0.0
9,17,4,23,5,cloudy,warm,home,True,241.0,0,0.0
9,18,5,11,1,bad,mild,home,True,0.0,2,0.0
9,18,5,15,2,clear,hot,home,True,75.0,0,115.0
9,18,5,18,3,clear,hot,activity,False,121.0,0,227.0
9,18,5,20,4,clear,hot,activity,True,243.0,0,74.0
9,18,5,23,5,clear,warm,activity,True,97.0,2,111.0
9,19,6,11,1,bad,mild,activity,True,0.0,0,0.0
9,19,6,15,2,clear,warm,activity,True,233.0,2,0.0
9,19,6,18,3,cloudy,hot,work,True,148.0,2,20.0
9,19,6,20,4,clear,hot,activity,True,0.0,0,0.0
9,19,6,23,5,clear,warm,activity,True,0.0,1,0.0
9,20,0,11,1,bad,mild,activity,True,0.0,0,0.0
9,20,0,15,2,clear,hot,work,True,104.0,0,0.0
9,20,0,18,3,clear,hot,work,True,0.0,0,0.0
9,20,0,20,4,cloudy,warm,activity,True,1182.0,1,0.0
9,20,0,23,5,clear,warm,shopping,True,60.0,1,0.0
9,21,1,11,1,cloudy,mild,activity,True,0.0,2,0.0
9,21,1,15,2,cloudy,warm,activity,True,611.0,0,547.0
9,21,1,18,3,cloudy,warm,activity,True,1643.0,0,2.0
9,21,1,20,4,cloudy,warm,activity,True,2.0,0,0.0
9,21,1,23,5,clear,warm,activity,True,0.0,2,0.0
9,22,2,18,3,cloudy,warm,activity,True,21.0,0,165.0
9,22,2,20,4,bad,warm,work,True,99.0,1,0.0
9,22,2,23,5,cloudy,warm,work,True,58.0,0,0.0
9,23,3,11,1,cloudy,mild,work,True,0.0,1,0.0
9,23,3,15,2,cloudy,mild,work,True,0.0,1,18.0
9,23,3,18,3,cloudy,warm,work,True,0.0,1,0.0
9,23,3,20,4,cloudy,mild,activity,True,0.0,0,0.0
9,23,3,23,5,cloudy,mild,work,True,59.0,1,81.0
9,24,4,11,1,bad,cool,work,True,0.0,1,0.0
9,24,4,15,2,clear,mild,work,True,0.0,0,0.0
9,24,4,18,3,clear,warm,work,True,627.0,0,164.0
9,24,4,20,4,cloudy,warm,work,True,0.0,1,0.0
9,24,4,23,5,cloudy,mild,work,True,73.0,0,0.0
9,25,6,11,1,bad,cool,work,True,0.0,0,0.0
9,25,6,15,2,clear,warm,activity,True,7.0,0,0.0
9,25,6,18,3,cloudy,warm,activity,True,40.0,0,0.0
9,25,6,20,4,cloudy,warm,dining,True,42.0,2,0.0
9,25,6,23,5,cloudy,warm,activity,True,107.0,2,0.0
9,26,0,11,1,clear,cool,work,True,0.0,0,0.0
9,26,0,15,2,clear,mild,dining,True,509.0,0,146.0
9,26,0,18,3,cloudy,warm,shopping,True,261.0,0,600.0
9,26,0,20,4,cloudy,warm,dining,True,423.0,2,0.0
9,26,0,23,5,cloudy,mild,shopping,False,0.0,0,816.0
9,27,1,11,1,cloudy,cool,work,True,18.0,2,0.0
9,27,1,15,2,cloudy,mild,work,True,86.0,0,0.0
9,27,1,18,3,cloudy,mild,activity,True,34.0,1,49.0
9,27,1,20,4,cloudy,mild,work,True,0.0,0,152.0
9,27,1,23,5,cloudy,mild,activity,True,0.0,2,107.0
9,28,2,11,1,cloudy,cool,activity,True,0.0,0,0.0
9,28,2,15,2,cloudy,mild,home,True,0.0,0,0.0
9,28,2,18,3,cloudy,mild,home,True,0.0,0,0.0
9,28,2,20,4,cloudy,mild,home,True,41.0,0,970.0
9,28,2,23,5,cloudy,mild,home,True,1345.0,2,29.0
9,29,3,11,1,clear,cool,work,True,0.0,2,0.0
9,29,3,15,2,clear,mild,home,False,964.0,0,577.0
9,29,3,18,3,cloudy,mild,work,True,22.0,1,0.0
9,29,3,20,4,cloudy,mild,work,True,0.0,0,0.0
9,29,3,23,5,cloudy,mild,dining,True,0.0,0,20.0
9,30,4,15,2,cloudy,mild,dining,True,398.0,0,95.0
9,30,4,18,3,cloudy,warm,work,True,0.0,1,14.0
