uid,study_day,weekday,hr,slot,weather,temp,loc,avail,steps30pre,send,steps10,steps30pre_bin
1012,15,4,12,1,cloudy,cool,work,True,316.0,0,147.10980779467567,3
1012,15,4,16,2,cloudy,cool,dining,True,430.0,1,140.96999312099945,3
1012,15,4,18,3,cloudy,mild,work,False,273.0,0,83.1528961543228,3
1012,15,4,21,4,cloudy,cool,work,True,0.0,0,45.17563668564042,0
1012,16,5,0,5,cloudy,cool,work,True,693.0,1,102.1459296507814,3
1012,16,5,12,1,clear,cool,work,True,0.0,0,37.9044078870382,0
1012,16,5,16,2,clear,mild,home,False,384.0,0,259.34510218512764,3
1012,16,5,21,4,clear,mild,work,True,246.0,0,72.97184379132125,3
1012,17,6,0,5,clear,cool,work,True,282.0,1,101.02329858866068,3
1012,17,6,12,1,clear,cool,shopping,True,0.0,0,21.12949062831839,0
1012,17,6,16,2,clear,mild,home,True,0.0,0,8.40375804300004,0
1012,17,6,18,3,clear,warm,home,True,0.0,1,84.05647448439947,0
1012,17,6,21,4,clear,warm,work,True,57.0,0,76.29986342697606,2
1012,18,0,0,5,clear,mild,shopping,True,2555.0,1,74.27297077325397,3
1012,18,0,12,1,clear,cool,home,True,186.0,0,110.29040561530681,2
1012,18,0,16,2,clear,mild,work,False,67.0,0,72.24870896551282,2
1012,18,0,18,3,clear,warm,work,True,48.0,2,69.948641557453,1
1012,18,0,21,4,cloudy,warm,work,True,0.0,1,82.30723243539978,0
1012,19,1,0,5,cloudy,mild,work,True,0.0,2,36.609573399161505,0
1012,19,1,12,1,cloudy,cool,work,True,0.0,2,0.0,0
1012,19,1,18,3,cloudy,cool,work,True,0.0,0,45.0333470141234,0
1012,19,1,21,4,cloudy,cool,work,True,24.0,0,2.6312160690218462,1
1012,20,2,12,1,cloudy,cool,work,True,316.0,1,95.83194627117176,3
1012,20,2,16,2,cloudy,cool,work,True,246.0,1,23.141372358653364,3
1012,20,2,18,3,cloudy,cool,work,True,464.0,2,70.57911268561324,3
1012,20,2,21,4,cloudy,cool,service,False,1437.0,0,36.16526132763557,3
1012,21,3,0,5,clear,cool,dining,True,729.0,2,128.35581394535296,3
1012,21,3,12,1,clear,cool,work,True,0.0,2,0.0,0
1012,21,3,16,2,clear,freezing,service,True,1477.0,0,169.54912972133,3
1012,21,3,18,3,clear,freezing,work,True,83.0,0,119.26459361280507,2
1012,21,3,21,4,cloudy,cool,work,True,0.0,1,125.86580892028705,0
1012,22,4,12,1,clear,cold,work,True,374.0,2,45.08367199936567,3
1012,22,4,16,2,cloudy,cool,work,True,0.0,0,64.55264720120323,0
1012,22,4,18,3,cloudy,cool,work,True,0.0,0,40.44325335854254,0
1012,22,4,21,4,cloudy,cool,work,True,152.0,1,27.698912151072683,2
1012,23,5,12,1,cloudy,cold,work,True,0.0,2,8.534005023397913,0
1012,23,5,16,2,cloudy,cool,shopping,True,261.0,0,155.08801667351244,3
1012,23,5,18,3,cloudy,cool,service,False,75.0,0,145.9143016389755,2
1012,23,5,21,4,bad,cold,service,False,0.0,0,69.2345751622001,0
1012,24,6,0,5,cloudy,cold,dining,False,0.0,0,54.72859109887146,0
1012,24,6,12,1,cloudy,cold,dining,True,0.0,0,0.0,0
1012,24,6,16,2,cloudy,cold,shopping,True,1002.0,0,74.13925444029914,3
1012,24,6,21,4,cloudy,cold,home,True,23.0,2,27.836526522420886,1
1012,25,0,0,5,clear,cold,dining,True,218.0,2,115.96257611805241,3
1012,25,0,12,1,clear,cold,work,True,0.0,0,9.358619879698661,0
1012,25,0,16,2,cloudy,cool,shopping,False,272.0,0,99.1226974138871,3
1012,25,0,18,3,clear,mild,service,False,357.0,0,170.65263691888595,3
1012,25,0,21,3,cloudy,mild,service,False,0.0,0,23.79899892065077,0
1012,26,1,17,2,cloudy,mild,activity,True,131.0,0,64.46466652409346,2
1012,26,1,19,3,cloudy,mild,activity,False,404.0,0,74.63166426946765,3
1012,26,1,22,4,cloudy,warm,shopping,False,534.0,0,62.38571863031483,3
1012,27,2,1,5,cloudy,mild,service,False,303.0,0,312.1239282557431,3
1012,27,2,13,1,cloudy,cool,work,True,231.0,2,115.86951199818218,3
1012,27,2,17,2,cloudy,mild,work,False,1428.0,0,71.84775048311252,3
1012,27,2,19,3,cloudy,mild,work,False,229.0,0,77.15653599174479,3
1012,27,2,22,4,cloudy,warm,work,True,0.0,0,79.26705070198902,0
1012,28,3,1,5,cloudy,mild,shopping,False,531.0,0,116.70145320775605,3
1012,28,3,13,1,cloudy,cool,work,True,709.0,0,146.63420225136085,3
1012,28,3,17,2,cloudy,mild,work,True,0.0,0,34.98423333547794,0
1012,28,3,21,4,clear,mild,work,True,0.0,0,44.24926761154528,0
1012,29,4,0,5,clear,cool,work,True,62.0,2,28.2435852571357,2
1012,29,4,12,1,clear,cool,work,True,404.0,0,156.40194196947684,3
1012,29,4,16,2,clear,cool,work,True,0.0,1,39.572774595097535,0
1012,29,4,18,3,clear,cool,work,True,0.0,1,44.84602222288912,0
1012,30,5,0,5,cloudy,cool,dining,False,438.0,0,59.14448172415021,3
1012,30,5,12,1,cloudy,cool,work,True,0.0,1,24.434396293378846,0
1012,30,5,16,2,cloudy,mild,home,False,226.0,0,274.9557927587468,3
1012,30,5,18,3,cloudy,mild,work,True,0.0,2,80.9676640624271,0
1012,30,5,21,4,cloudy,mild,work,True,612.0,2,46.96537173274673,3
1012,31,6,0,5,cloudy,mild,service,False,0.0,0,43.31284391409593,0
1012,31,6,12,1,clear,cool,work,True,0.0,0,13.394353470493026,0
1012,31,6,16,2,clear,cool,shopping,False,445.0,0,147.33639961954526,3
1012,31,6,18,3,clear,mild,work,True,157.0,2,96.73500007453401,2
1012,31,6,21,4,clear,mild,work,True,0.0,2,60.11940932492226,0
1012,32,0,0,5,clear,cool,work,True,138.0,2,79.52084968182837,2
1012,32,0,12,1,clear,cold,home,True,365.0,2,66.69433840684607,3
1012,32,0,16,2,clear,cool,work,True,248.0,0,95.74293006082766,3
1012,32,0,18,3,clear,cool,work,True,1521.0,1,105.48251953541659,3
1012,32,0,21,4,clear,cool,activity,False,1734.0,0,19.2207221231994,3
1012,33,1,0,5,clear,cool,work,True,77.0,0,60.37943216831566,2
1012,33,1,12,1,clear,cool,work,True,0.0,0,38.685360834352444,0
1012,33,1,16,2,clear,cool,service,False,1880.0,0,173.74611929998377,3
1012,33,1,18,3,cloudy,cool,work,True,0.0,1,86.64204455515815,0
1012,33,1,21,4,cloudy,cool,work,True,106.0,2,46.80904403587743,2
1012,34,2,12,1,bad,cool,home,True,235.0,0,224.27906698357094,3
1012,34,2,16,2,cloudy,cool,work,True,239.0,0,70.11192017035398,3
1012,34,2,18,3,cloudy,cool,work,True,428.0,1,126.3553634169974,3
1012,34,2,21,4,cloudy,mild,work,True,60.0,2,72.06707233845317,2
1012,35,3,0,5,cloudy,cool,work,True,155.0,2,75.02898928850959,2
1012,35,3,12,1,clear,cold,work,True,0.0,0,17.65506156054937,0
1012,35,3,16,2,cloudy,cold,work,True,1659.0,0,68.54057667228278,3
1012,35,3,18,3,cloudy,cool,work,True,0.0,0,71.87272162345411,0
1012,35,3,21,4,cloudy,cool,work,True,300.0,0,127.49804000118411,3
1012,36,4,0,5,cloudy,cool,dining,True,117.0,0,105.33932326690548,2
1012,36,4,12,1,cloudy,cool,work,True,0.0,2,0.0,0
1012,36,4,16,2,cloudy,cool,work,True,554.0,0,90.90342117577451,3
1012,36,4,18,3,cloudy,cool,dining,False,923.0,0,120.35530457417651,3
1012,37,5,0,5,cloudy,cool,home,True,321.0,2,123.49206508329549,3
1012,37,5,16,2,cloudy,cool,work,True,47.0,2,85.29016447758461,1
1012,37,5,18,3,cloudy,cool,work,True,61.0,1,103.44778322091786,2
1012,37,5,21,4,bad,cool,work,True,0.0,1,71.25732910064141,0
1012,38,6,0,5,bad,cool,work,True,39.0,1,27.816866224074964,1
1012,38,6,13,1,clear,cool,work,True,0.0,0,39.95262199109506,0
1012,38,6,17,2,clear,mild,work,True,408.0,2,146.56390691739804,3
1012,38,6,19,3,clear,mild,work,True,0.0,0,36.295277194025914,0
1012,38,6,22,4,clear,cool,work,True,21.0,0,0.0,1
1012,39,0,1,5,clear,cool,work,True,0.0,2,39.84831265073392,0
1012,39,0,17,2,clear,mild,work,True,0.0,2,33.409221011048274,0
1012,39,0,19,3,clear,mild,work,True,130.0,1,76.8987243742163,2
1012,39,0,22,4,clear,mild,dining,True,122.0,1,74.8646616759554,2
1012,40,1,1,5,clear,mild,dining,True,538.0,2,138.0127859138629,3
1012,40,1,13,1,clear,cool,work,True,0.0,2,3.459628291225986,0
1012,40,1,19,3,clear,warm,work,True,0.0,2,88.62080159353653,0
1012,40,1,22,4,clear,mild,work,False,0.0,0,56.64352439325403,0
1012,41,2,1,5,clear,mild,dining,True,0.0,0,50.99590071972354,0
1012,41,2,13,1,clear,cool,home,True,553.0,0,210.47243099113805,3
1012,41,2,17,2,clear,mild,work,True,46.0,1,0.0,1
1012,41,2,19,3,clear,warm,work,True,0.0,1,50.29393123851791,0
1012,41,2,22,4,clear,mild,work,True,0.0,1,93.37742825617191,0
1012,42,3,1,5,clear,cool,work,True,18.0,2,23.079720586195855,1
1012,42,3,13,1,bad,mild,work,True,0.0,2,11.516316750915378,0
1012,42,3,17,2,cloudy,mild,work,True,1503.0,0,95.44243002230431,3
1012,43,4,1,5,cloudy,mild,work,True,0.0,1,65.45603510667875,0
1012,43,4,13,1,cloudy,cool,home,True,575.0,0,238.6143829705326,3
1012,43,4,17,2,cloudy,mild,work,True,0.0,0,79.51370441960086,0
1012,43,4,22,4,cloudy,cool,work,True,0.0,0,49.5184251373448,0
1012,44,5,1,5,cloudy,cool,work,True,39.0,0,57.7261553461112,1
1012,44,5,13,1,clear,cool,work,True,0.0,1,0.0,0
1012,44,5,17,2,cloudy,cool,work,True,490.0,1,58.403113762345825,3
1012,44,5,19,3,cloudy,cool,dining,True,141.0,0,6.6896332851166065,2
1012,44,5,22,4,cloudy,cool,work,True,334.0,0,87.98095377447835,3
1012,45,6,1,5,clear,cool,dining,True,0.0,0,34.64320016368193,0
1012,45,6,13,1,clear,cold,work,True,0.0,1,39.18117365687995,0
1012,45,6,17,2,clear,cool,work,True,0.0,0,84.38321291730225,0
1012,45,6,19,3,clear,cool,home,False,1399.0,0,170.59013140485933,3
1012,45,6,22,4,clear,cool,dining,True,0.0,0,199.52727567697337,0
1012,46,0,1,5,clear,cold,dining,True,246.0,1,165.59330934713597,3
1012,46,0,13,1,clear,cold,home,True,619.0,1,212.4815753152548,3
1012,46,0,17,2,clear,cool,work,True,191.0,1,25.048813065140557,2
1012,46,0,19,3,clear,cool,work,True,483.0,1,110.70800328729395,3
1012,47,1,1,5,clear,cool,activity,True,484.0,0,211.1988659662479,3
1012,47,1,13,1,bad,cool,work,True,0.0,2,0.0,0
1012,47,1,17,2,cloudy,cool,work,True,711.0,0,76.50718776096537,3
1012,47,1,19,3,cloudy,cool,work,True,0.0,0,54.36383024488965,0
1012,47,1,22,4,cloudy,cool,work,True,44.0,2,96.43975183686956,1
1012,48,2,13,1,clear,cold,work,True,18.0,0,66.71297201897272,1
1012,48,2,17,2,clear,cool,work,True,91.0,0,117.16581887908818,2
1012,48,2,19,3,clear,cool,work,False,479.0,0,101.21336032742724,3
1012,48,2,22,4,clear,cool,work,True,0.0,1,69.50929376818056,0
1013,1,3,16,2,cloudy,mild,activity,True,121.0,0,92.45957571424445,2
1013,1,3,18,3,cloudy,mild,work,True,0.0,0,34.137685333943764,0
1013,1,3,21,4,cloudy,mild,home,True,0.0,0,0.0,0
1013,2,4,0,5,cloudy,mild,home,True,0.0,0,10.93220121641551,0
1013,2,4,13,1,cloudy,cool,home,True,28.0,2,25.589096652249296,1
1013,2,4,16,2,cloudy,mild,activity,False,39.0,0,123.95607722346843,1
1013,2,4,18,3,cloudy,warm,dining,True,234.0,2,38.54638057094888,3
1013,2,4,21,4,cloudy,warm,service,True,319.0,1,73.70099552857587,3
1013,3,5,0,5,clear,mild,home,True,145.0,0,48.066103119686375,2
1013,3,5,13,1,cloudy,mild,home,True,0.0,2,18.64508367629249,0
1013,3,5,16,2,cloudy,warm,home,True,254.0,0,271.65974380101534,3
1013,3,5,18,3,cloudy,warm,dining,True,0.0,2,49.16370282850099,0
1013,3,5,21,4,cloudy,warm,home,True,0.0,2,0.0,0
1013,4,6,0,5,cloudy,warm,home,True,45.0,2,10.613658021812348,1
1013,4,6,13,1,cloudy,mild,home,True,0.0,1,29.54555085996087,0
1013,4,6,16,2,cloudy,warm,shopping,True,86.0,2,65.362819119108,2
1013,4,6,18,3,cloudy,warm,home,True,73.0,1,37.98090737318756,2
1013,4,6,21,4,cloudy,warm,home,True,465.0,0,178.4968817331554,3
1013,5,0,0,5,cloudy,warm,shopping,True,107.0,1,12.779920850052115,2
1013,5,0,13,1,cloudy,mild,home,True,0.0,1,33.45332105329521,0
1013,5,0,16,2,cloudy,warm,home,False,24.0,0,86.91286322371067,1
1013,5,0,18,3,cloudy,warm,home,True,55.0,1,61.084053636618506,2
1013,5,0,21,4,clear,hot,home,True,213.0,2,154.23513807219214,3
1013,6,1,13,1,cloudy,warm,home,True,0.0,0,40.88892334464214,0
1013,6,1,16,2,clear,warm,work,True,617.0,2,155.339613957342,3
1013,6,1,21,4,cloudy,hot,home,True,117.0,0,56.64403911964007,2
1013,6,1,23,5,cloudy,hot,home,True,129.0,2,108.00392170027968,2
1013,7,2,13,1,cloudy,mild,home,True,56.0,1,95.81200210554204,2
1013,7,2,18,3,cloudy,warm,service,True,701.0,0,216.08835770770662,3
1013,7,2,21,4,cloudy,warm,home,True,386.0,1,124.46059602263509,3
1013,7,2,23,5,cloudy,mild,activity,True,3093.0,0,201.72356720277355,3
1013,8,3,13,1,clear,mild,home,True,0.0,0,0.0,0
1013,8,3,16,2,clear,warm,work,True,812.0,0,93.91909677670255,3
1013,8,3,18,3,clear,warm,work,True,658.0,2,89.41865840433971,3
1013,8,3,21,4,clear,warm,home,True,22.0,2,66.09387044835965,1
1013,8,3,23,5,clear,warm,home,True,85.0,2,79.90366670164184,2
1013,9,4,13,1,cloudy,mild,home,True,0.0,0,7.6700135886845455,0
1013,9,4,16,2,cloudy,mild,work,True,279.0,0,66.21046743446065,3
1013,9,4,18,3,bad,mild,work,True,200.0,0,102.84888371039555,2
1013,9,4,21,4,cloudy,mild,home,True,49.0,2,107.94509540907546,1
1013,9,4,23,5,cloudy,mild,home,True,71.0,0,40.39160248311692,2
1013,10,5,13,1,clear,cool,home,True,0.0,1,19.491105802537017,0
1013,10,5,16,2,cloudy,cool,service,False,139.0,0,65.83288375920543,2
1013,10,5,18,3,cloudy,mild,shopping,True,361.0,0,96.3392996448519,3
1013,10,5,21,4,cloudy,cool,activity,False,209.0,0,5.251549326646703,3
1013,10,5,23,5,cloudy,cool,home,True,17.0,1,0.0,1
1013,11,6,13,1,clear,cool,home,True,0.0,0,0.7399340038492692,0
1013,11,6,16,2,clear,mild,home,True,258.0,0,234.95335865164867,3
1013,11,6,18,3,cloudy,mild,service,False,134.0,0,180.0785722107451,2
1013,11,6,21,4,clear,mild,home,True,124.0,0,73.63475533812692,2
1013,11,6,23,5,clear,mild,service,False,166.0,0,50.64916315756859,2
1013,12,0,13,1,clear,cool,home,True,33.0,2,0.0,1
1013,12,0,16,2,clear,mild,home,True,0.0,1,0.0,0
1013,12,0,18,3,clear,warm,home,False,0.0,0,34.56431974339278,0
1013,12,0,21,4,clear,warm,home,True,66.0,2,96.94620856995289,2
1013,12,0,23,5,clear,mild,service,True,431.0,2,67.84546484475372,3
1013,13,1,13,1,cloudy,mild,home,True,106.0,2,92.05614818965176,2
1013,13,1,16,2,clear,warm,service,False,661.0,0,155.1643146505991,3
1013,13,1,18,3,clear,warm,work,True,473.0,2,90.90855869044366,3
1013,13,1,21,4,clear,warm,work,True,0.0,2,96.80998763326164,0
1013,13,1,23,5,clear,warm,work,True,0.0,1,52.633713951372684,0
1013,14,2,13,1,clear,cool,dining,False,14.0,0,29.86003758922036,1
1013,14,2,16,2,clear,warm,work,True,229.0,2,180.663766074797,3
1013,14,2,18,3,clear,warm,work,True,0.0,2,84.16933740084197,0
1013,14,2,21,4,cloudy,warm,shopping,True,173.0,0,89.43418949170662,2
1013,14,2,23,5,cloudy,warm,activity,False,16.0,0,21.203558484803743,1
1013,15,4,18,3,clear,warm,work,True,145.0,2,98.97920324984901,2
1013,15,4,21,4,clear,warm,shopping,True,0.0,2,66.7708493740354,0
1013,15,4,23,5,clear,warm,home,True,87.0,1,68.13020346227145,2
1013,16,5,13,1,cloudy,mild,home,True,0.0,0,12.673048444371782,0
1013,16,5,16,2,cloudy,mild,home,True,43.0,1,18.3922447016678,1
1013,16,5,18,3,clear,warm,home,True,117.0,1,59.409245585050805,2
1013,16,5,21,4,cloudy,warm,dining,True,305.0,1,61.36244129946714,3
1013,16,5,23,5,clear,mild,activity,False,1185.0,0,223.92079689382825,3
1013,17,0,16,2,cloudy,warm,home,True,0.0,0,17.124499410989152,0
1013,17,0,18,3,cloudy,warm,home,True,60.0,2,28.14244348208993,2
1013,17,0,21,4,cloudy,warm,home,True,0.0,0,0.0,0
1013,17,0,23,5,cloudy,warm,home,True,0.0,0,0.0,0
1013,18,1,13,1,cloudy,mild,home,True,0.0,1,20.52939458777054,0
1013,18,1,16,2,cloudy,warm,home,True,45.0,1,0.0,1
1013,18,1,18,3,cloudy,mild,work,True,1103.0,0,84.2106668421465,3
1013,18,1,21,4,cloudy,mild,work,True,57.0,0,49.9201931136107,2
1013,18,1,23,5,cloudy,mild,activity,False,485.0,0,188.45583687647655,3
1013,19,2,13,1,cloudy,cool,activity,True,733.0,0,100.3550638229417,3
1013,19,2,16,2,cloudy,cool,work,True,43.0,1,42.18091141967228,1
1013,19,2,18,3,cloudy,mild,work,True,0.0,1,0.0,0
1013,19,2,21,4,clear,mild,home,True,31.0,1,44.35659321303534,1
1013,19,2,23,5,clear,cool,home,True,133.0,0,62.509896981372606,2
1013,20,3,13,1,clear,cool,home,True,0.0,2,33.64366626715493,0
1013,20,3,16,2,cloudy,cool,home,True,0.0,1,84.55679970452384,0
1013,20,3,18,3,clear,mild,service,False,227.0,0,134.30697546524735,3
1013,20,3,21,4,clear,cool,work,False,519.0,0,73.0431441920761,3
1013,20,3,23,5,clear,cool,work,True,0.0,0,3.8993820396376577,0
1013,21,2,0,5,cloudy,mild,home,True,0.0,0,72.51933150383373,0
1013,21,2,14,1,clear,cool,service,True,790.0,2,104.42966624717295,3
1013,21,2,17,2,clear,mild,work,True,225.0,2,154.43827350125696,3
1013,21,2,19,3,cloudy,mild,work,True,0.0,0,59.86417968403529,0
1013,21,2,22,4,cloudy,mild,home,True,0.0,1,72.83983742391818,0
1014,1,4,13,1,bad,mild,work,True,234.0,2,126.22912450794178,3
1014,1,4,17,2,clear,warm,service,True,110.0,1,132.27369469134536,2
1014,1,4,19,3,cloudy,warm,work,True,81.0,0,96.39641756468018,2
1014,1,4,22,4,clear,warm,dining,True,162.0,0,39.622945074243006,2
1014,1,4,23,5,clear,warm,home,True,0.0,0,55.560423181010634,0
1014,2,5,13,1,cloudy,mild,home,True,0.0,1,23.721296576235083,0
1014,2,5,17,2,cloudy,mild,shopping,True,0.0,0,48.905563468049074,0
1014,2,5,19,3,cloudy,mild,service,True,603.0,1,113.77914884133668,3
1014,2,5,22,4,cloudy,mild,service,False,279.0,0,117.91307033639973,3
1014,2,5,23,5,cloudy,mild,shopping,True,169.0,0,125.163163585019,2
1014,3,6,13,1,cloudy,mild,home,True,80.0,0,82.3714701677851,2
1014,3,6,17,2,cloudy,warm,home,True,602.0,0,276.393335994323,3
1014,3,6,19,3,cloudy,warm,shopping,True,207.0,1,78.4334442240076,3
1014,3,6,22,4,cloudy,warm,shopping,False,0.0,0,63.78717232250671,0
1014,3,6,23,5,cloudy,mild,service,True,22.0,2,15.441263394339646,1
1014,4,0,17,2,cloudy,warm,work,True,103.0,0,147.32914192704888,2
1014,4,0,19,3,cloudy,warm,work,True,233.0,0,86.60482100783527,3
1014,4,0,22,4,cloudy,warm,home,True,118.0,0,77.65598533845974,2
1014,4,0,23,5,cloudy,warm,shopping,True,0.0,0,106.05082111260009,0
1014,5,1,13,1,cloudy,mild,work,True,262.0,1,67.1087698222027,3
1014,5,1,17,2,cloudy,mild,work,True,25.0,2,61.84196213551643,1
1014,5,1,19,3,cloudy,mild,work,True,262.0,0,53.728626020620055,3
1014,5,1,22,4,cloudy,mild,service,True,539.0,0,82.2902155725799,3
1014,5,1,23,5,cloudy,mild,service,True,0.0,0,0.0,0
1014,6,2,13,1,clear,cool,dining,True,294.0,1,112.01234925938101,3
1014,6,2,17,2,cloudy,mild,dining,True,63.0,0,128.6644348877603,2
1014,6,2,19,3,clear,mild,work,True,184.0,0,82.21068985287398,2
1014,6,2,22,4,clear,cool,service,True,58.0,0,49.270563871295906,2
1014,6,2,23,5,clear,cool,shopping,True,159.0,1,67.80214932725553,2
1014,7,3,13,1,clear,cool,work,True,178.0,0,0.0,2
1014,7,3,17,2,clear,cool,work,True,238.0,0,85.57406331633418,3
1014,7,3,19,3,clear,cool,work,True,209.0,2,103.18589358177348,3
1014,7,3,22,4,cloudy,cool,service,True,34.0,0,0.0,1
1014,7,3,23,5,cloudy,cool,service,True,135.0,1,47.522409100673165,2
1014,8,4,13,1,clear,cool,work,True,208.0,1,28.191527045799525,3
1014,8,4,17,2,clear,cool,work,True,64.0,0,98.73767639503829,2
1014,8,4,19,3,clear,cool,work,True,132.0,0,65.07524323620265,2
1014,8,4,22,4,cloudy,cool,service,False,247.0,0,126.04168314995073,3
1014,8,4,23,5,cloudy,cool,shopping,True,78.0,1,0.0,2
1014,9,5,13,1,clear,cool,home,True,31.0,0,0.0,1
1014,9,5,17,2,bad,cool,home,True,181.0,0,83.92696709869423,2
1014,9,5,19,3,cloudy,cool,home,True,319.0,2,185.77037822868513,3
1014,9,5,22,4,cloudy,cool,home,True,250.0,1,103.51927751205052,3
1014,9,5,23,5,cloudy,cool,home,True,61.0,1,70.54433404062749,2
1014,10,6,13,1,bad,cool,home,True,0.0,1,0.0,0
1014,10,6,17,2,cloudy,cool,shopping,False,413.0,0,62.56446848046672,3
1014,10,6,19,3,cloudy,cool,service,True,791.0,0,158.4042255004364,3
1014,10,6,22,4,cloudy,cool,service,True,109.0,0,79.8156983855925,2
1014,10,6,23,5,cloudy,cool,service,True,53.0,0,92.7569370804716,2
1014,11,0,13,1,cloudy,cool,work,True,81.0,0,72.01826189231605,2
1014,11,0,17,2,cloudy,mild,dining,True,234.0,1,127.13300960942273,3
1014,11,0,19,3,clear,mild,dining,True,221.0,2,0.0,3
1014,11,0,22,4,cloudy,mild,home,True,0.0,2,38.96768744719921,0
1014,11,0,23,5,clear,mild,dining,True,244.0,0,121.4539990554297,3
1014,12,1,13,1,bad,cool,work,True,179.0,1,95.50931947305648,2
1014,12,1,17,2,cloudy,mild,work,True,221.0,0,90.24670220112884,3
1014,12,1,19,3,cloudy,mild,work,True,234.0,2,67.18853184067572,3
1014,12,1,22,4,cloudy,mild,service,False,73.0,0,34.892705900381486,2
1014,12,1,23,5,cloudy,mild,service,True,0.0,0,108.29226923884306,0
1014,13,2,13,1,clear,cool,work,True,127.0,0,0.0,2
1014,13,2,17,2,clear,mild,dining,True,99.0,0,62.40279981981129,2
1014,13,2,19,3,clear,mild,work,True,116.0,0,105.7898776577226,2
1014,13,2,22,4,cloudy,mild,shopping,False,56.0,0,25.094409850263396,2
1014,13,2,23,5,clear,mild,shopping,True,256.0,2,79.18576662026274,3
1014,14,3,13,1,cloudy,mild,work,True,280.0,2,134.74500102923054,3
1014,14,3,17,2,cloudy,mild,work,True,164.0,1,53.379300225007256,2
1014,14,3,19,3,cloudy,warm,work,True,112.0,0,80.1858867210423,2
1014,14,3,22,4,cloudy,warm,dining,False,0.0,0,43.38820022060991,0
1014,14,3,23,5,cloudy,mild,dining,True,391.0,2,187.58968445451129,3
1014,15,5,13,1,clear,cool,home,True,0.0,0,10.632164154683423,0
1014,15,5,17,2,clear,cool,service,True,46.0,1,91.78599640416448,1
1014,15,5,19,3,clear,mild,shopping,False,823.0,0,132.5202427302132,3
1014,15,5,22,4,clear,mild,dining,True,449.0,0,95.48386966822375,3
1014,15,5,23,5,cloudy,cool,service,True,57.0,1,8.691355961099251,2
1014,16,4,13,1,clear,cool,work,True,329.0,2,132.5489371610428,3
1014,16,4,17,2,clear,cool,work,True,195.0,2,120.9148918015714,2
1014,16,4,19,3,clear,cool,work,True,97.0,0,51.28051608985179,2
1014,16,4,22,4,cloudy,cool,dining,False,1910.0,0,136.6216842245457,3
1014,16,4,23,5,cloudy,cool,service,True,167.0,0,47.75010833333833,2
1014,17,5,13,1,cloudy,cool,service,True,0.0,0,0.0,0
1014,17,5,17,2,cloudy,mild,service,True,128.0,0,59.93146057279022,2
1014,17,5,19,3,cloudy,mild,service,True,0.0,2,0.0,0
1014,17,5,22,4,cloudy,mild,service,True,0.0,1,21.189798703496418,0
1014,17,5,23,5,cloudy,mild,service,True,472.0,0,269.5543161404983,3
1014,18,6,13,1,clear,cool,service,True,115.0,0,59.35147860300572,2
1014,18,6,17,2,clear,cool,service,False,104.0,0,48.39351284025883,2
1014,18,6,19,3,clear,cool,activity,True,0.0,0,0.0,0
1014,18,6,22,4,cloudy,cool,service,True,15.0,0,123.3454492855767,1
1014,18,6,23,5,cloudy,cool,dining,True,334.0,2,131.05717780482047,3
1014,19,0,13,1,clear,cool,service,True,63.0,2,127.9436550415376,2
1014,19,0,17,2,clear,cold,service,True,52.0,0,45.32567442729029,2
1014,19,0,19,3,clear,mild,service,True,128.0,0,97.37733624035153,2
1014,19,0,22,4,clear,cool,service,True,179.0,2,99.28222546768777,2
1014,19,0,23,5,cloudy,cool,shopping,False,124.0,0,45.63741320641306,2
1014,20,1,13,1,clear,cool,work,True,122.0,0,30.490312896219972,2
1014,20,1,17,2,cloudy,cool,work,True,328.0,1,80.8894519695231,3
1014,20,1,19,3,cloudy,cool,work,True,89.0,2,38.18243369111764,2
1014,20,1,22,4,cloudy,cool,service,True,250.0,0,106.3989980134296,3
1014,20,1,23,5,cloudy,cool,service,True,60.0,1,44.22918601702979,2
1014,21,2,13,1,bad,cool,dining,True,121.0,2,195.05357812812133,2
1014,21,2,17,2,cloudy,cool,work,True,198.0,0,123.20536181276674,2
1014,21,2,19,3,cloudy,cool,dining,True,250.0,0,183.02780411967342,3
1014,21,2,22,4,cloudy,mild,service,False,0.0,0,93.17164705503195,0
1014,21,2,23,5,cloudy,cool,service,False,423.0,0,267.2773842613683,3
1014,22,3,13,1,cloudy,cold,work,True,43.0,0,110.65599278557302,1
1014,22,3,17,2,cloudy,cold,work,True,94.0,0,64.5216092707813,2
1014,22,3,19,3,cloudy,cool,work,True,119.0,2,33.84207061822548,2
1014,22,3,22,4,cloudy,cool,service,False,156.0,0,71.79253308987674,2
1014,22,3,23,5,cloudy,cool,home,True,70.0,2,125.05196281077326,2
1014,23,4,13,1,cloudy,cool,service,True,0.0,1,44.228960838120884,0
1014,23,4,17,2,cloudy,cool,shopping,True,190.0,0,72.09140811715781,2
1014,23,4,19,3,cloudy,cool,work,True,189.0,0,48.98205340059663,2
1014,23,4,22,4,cloudy,cool,service,True,462.0,2,93.64440644652564,3
1014,23,4,23,5,cloudy,cool,service,True,171.0,1,0.0,2
1014,24,5,13,1,cloudy,cool,service,True,0.0,1,65.18565512640492,0
1014,24,5,17,2,cloudy,cool,dining,True,24.0,2,0.301755297502865,1
1014,24,5,19,3,cloudy,cool,service,True,277.0,2,66.32192263839153,3
1014,24,5,22,4,cloudy,cool,service,True,0.0,0,117.88963105326775,0
