day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre,uid
4,False,Overcast,temp_warm,Work,STILL,steps_q7,0,no_send,36,37,True,mid,common,348,36
5,True,PartlyCloudy,temp_hot,Home,STILL,steps_q3,2,good,36,37,True,mid,common,90,36
1,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,36,38,True,mid,common,0,36
2,True,PartlyCloudy,temp_mild,Home,STILL,steps_q5,2,no_response,36,38,True,mid,common,193,36
3,True,Clear,temp_mild,Home,STILL,steps_q5,2,no_response,36,38,True,mid,common,196,36
4,False,MostlyCloudy,temp_mild,Home,STILL,steps_q2,0,no_send,36,38,True,mid,common,65,36
5,True,Clear,temp_mild,Home,STILL,steps_q3,2,no_response,36,38,True,mid,common,102,36
1,True,Fog,temp_mild,University,STILL,steps_zero,2,good,36,39,True,mid,common,0,36
3,False,Clear,temp_mild,University,STILL,steps_q4,0,no_send,36,39,True,mid,common,145,36
4,True,PartlyCloudy,temp_mild,University,STILL,steps_zero,2,no_response,36,39,True,mid,common,0,36
5,True,Clear,temp_cool,University,STILL,steps_q2,1,no_response,36,39,True,mid,common,51,36
1,True,Clear,temp_cold,Home,STILL,steps_q2,2,no_response,36,40,True,mid,common,61,36
2,False,Clear,temp_cold,Store,STILL,steps_q3,0,no_send,36,40,True,mid,common,99,36
3,False,Clear,temp_cold,Work,STILL,steps_q8,2,no_response,36,40,True,mid,common,491,36
4,False,Clear,temp_cold,Work,STILL,steps_q4,0,no_send,36,40,True,mid,common,144,36
5,False,Clear,temp_cold,University,STILL,steps_q3,0,no_send,36,40,True,mid,common,112,36
1,False,Overcast,temp_cold,Home,STILL,steps_q1,0,no_send,36,41,False,mid,common,27,36
2,False,Clear,temp_cold,Work,STILL,steps_q1,0,no_send,36,41,False,mid,common,28,36
3,True,Clear,temp_warm,Work,STILL,steps_q3,1,bad,36,41,False,mid,common,96,36
4,False,Clear,temp_warm,Home,STILL,steps_q3,2,no_response,36,41,False,mid,common,91,36
5,True,Clear,temp_warm,Home,STILL,steps_q8,1,good,36,41,False,mid,common,618,36
1,True,Clear,temp_cold,Healthcare,STILL,steps_zero,1,no_response,37,1,True,mid,common,0,37
2,True,Clear,temp_cold,Home,STILL,steps_q6,1,no_response,37,1,True,mid,common,297,37
3,True,Clear,temp_cold,Healthcare,STILL,steps_q7,2,no_response,37,1,True,mid,common,381,37
4,True,Clear,temp_cold,Healthcare,STILL,steps_q1,2,good,37,1,True,mid,common,25,37
5,True,Clear,temp_cold,Healthcare,STILL,steps_q5,1,no_response,37,1,True,mid,common,223,37
1,False,Clear,temp_warm,Home,STILL,steps_high,0,no_send,37,4,True,mid,common,1370,37
2,True,Clear,temp_hot,Work,STILL,steps_zero,2,good,37,4,True,mid,common,0,37
3,True,Clear,temp_warm,Work,STILL,steps_zero,2,no_response,37,4,True,mid,common,0,37
4,True,Clear,temp_warm,Work,STILL,steps_high,2,good,37,4,True,mid,common,1007,37
5,True,Clear,temp_warm,Work,STILL,steps_zero,1,no_response,37,4,True,mid,common,0,37
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,no_response,37,5,True,mid,common,0,37
2,False,Overcast,temp_cool,Home,STILL,steps_q5,0,no_send,37,5,True,mid,common,173,37
3,True,Overcast,temp_mild,Work,STILL,steps_q6,1,good,37,5,True,mid,common,236,37
4,True,MostlyCloudy,temp_mild,Home,STILL,steps_high,2,no_response,37,5,True,mid,common,1318,37
5,True,PartlyCloudy,temp_mild,University,STILL,steps_q5,2,no_response,37,5,True,mid,common,178,37
1,False,PartlyCloudy,temp_hot,Park,STILL,steps_q7,0,no_send,37,6,False,mid,common,331,37
2,False,PartlyCloudy,temp_warm,Park,ON_MOVE,steps_q8,0,no_send,37,6,False,mid,common,556,37
3,False,PartlyCloudy,temp_warm,Park,STILL,steps_q2,0,no_send,37,6,False,mid,common,68,37
4,False,Clear,temp_hot,Park,STILL,steps_q6,0,no_send,37,6,False,mid,common,236,37
5,True,Clear,temp_hot,Park,STILL,steps_q6,2,good,37,6,False,mid,common,253,37
1,True,Clear,temp_cool,Home,STILL,steps_q8,2,no_response,37,8,True,mid,common,685,37
2,True,Fog,temp_cool,Home,STILL,steps_zero,1,no_response,37,8,True,mid,common,0,37
3,False,Fog,temp_cool,Work,STILL,steps_q8,0,no_send,37,8,True,mid,common,496,37
5,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,0,no_send,37,8,True,mid,common,0,37
1,False,Clear,temp_mild,Work,STILL,steps_q8,0,no_send,37,9,True,mid,common,486,37
2,True,Clear,temp_mild,Work,STILL,steps_q7,1,good,37,9,True,mid,common,363,37
3,False,Clear,temp_mild,Work,STILL,steps_zero,0,no_send,37,9,True,mid,common,0,37
4,False,Clear,temp_warm,Work,STILL,steps_q6,0,no_send,37,9,True,mid,common,280,37
5,True,Clear,temp_warm,Home,STILL,steps_high,1,good,37,9,True,mid,common,992,37
1,False,Fog,temp_mild,Home,STILL,steps_q2,0,no_send,37,10,True,mid,common,45,37
3,True,PartlyCloudy,temp_warm,Home,STILL,steps_zero,2,no_response,37,10,True,mid,common,0,37
4,True,Clear,temp_warm,Work,STILL,steps_q6,1,no_response,37,10,True,mid,common,285,37
5,True,Clear,temp_hot,Work,STILL,steps_q5,1,no_response,37,10,True,mid,common,201,37
1,True,Clear,temp_warm,Restaurant,STILL,steps_q5,1,no_response,37,11,True,mid,common,193,37
2,True,Clear,temp_warm,Restaurant,STILL,steps_q7,1,no_response,37,11,True,mid,common,423,37
3,False,Clear,temp_warm,Store,STILL,steps_q6,0,no_send,37,11,True,mid,common,275,37
4,True,Clear,temp_warm,Healthcare,STILL,steps_q6,2,good,37,11,True,mid,common,255,37
5,True,Clear,temp_warm,Restaurant,STILL,steps_q6,1,good,37,11,True,mid,common,234,37
1,True,Overcast,temp_cold,ElectronicsStore,STILL,steps_zero,2,no_response,37,13,False,mid,common,0,37
2,False,Overcast,temp_cold,Home,STILL,steps_q6,0,no_send,37,13,False,mid,common,255,37
3,True,Overcast,temp_cold,Store,STILL,steps_zero,2,no_response,37,13,False,mid,common,0,37
4,True,Overcast,temp_cold,Work,STILL,steps_zero,2,no_response,37,13,False,mid,common,0,37
5,True,PartlyCloudy,temp_cold,Restaurant,STILL,steps_q6,2,good,37,13,False,mid,common,308,37
1,True,Clear,temp_cool,FurnitureStore,STILL,steps_q8,2,no_response,37,14,False,mid,common,475,37
2,True,Clear,temp_cool,FurnitureStore,STILL,steps_zero,1,good,37,14,False,mid,common,0,37
3,True,Clear,temp_cool,FurnitureStore,STILL,steps_q8,1,no_response,37,14,False,mid,common,719,37
4,True,Clear,temp_cool,FurnitureStore,STILL,steps_q6,2,good,37,14,False,mid,common,265,37
5,True,Clear,temp_mild,Store,STILL,steps_q4,1,no_response,37,14,False,mid,common,160,37
1,True,Overcast,temp_cold,FurnitureStore,STILL,steps_q4,2,no_response,37,15,True,mid,common,129,37
2,True,MostlyCloudy,temp_cool,Restaurant,STILL,steps_q2,2,good,37,15,True,mid,common,64,37
3,True,PartlyCloudy,temp_cold,University,STILL,steps_q6,2,no_response,37,15,True,mid,common,315,37
4,True,Overcast,temp_cold,University,STILL,steps_q4,2,no_response,37,15,True,mid,common,120,37
5,False,Overcast,temp_cold,FurnitureStore,STILL,steps_zero,0,no_send,37,15,True,mid,common,0,37
1,True,Clear,temp_warm,University,STILL,steps_q8,2,no_response,37,19,True,mid,common,650,37
2,True,Clear,temp_warm,Home,STILL,steps_q6,1,no_response,37,19,True,mid,common,296,37
3,True,Clear,temp_warm,University,STILL,steps_q5,1,no_response,37,19,True,mid,common,214,37
4,False,Clear,temp_warm,University,STILL,steps_zero,0,no_send,37,19,True,mid,common,0,37
5,True,Clear,temp_hot,Home,STILL,steps_q5,2,no_response,37,19,True,mid,common,194,37
1,True,Clear,temp_mild,ElectronicsStore,STILL,steps_zero,1,good,37,20,False,mid,common,0,37
2,False,Overcast,temp_mild,ElectronicsStore,STILL,steps_q2,0,no_send,37,20,False,mid,common,53,37
3,False,Clear,temp_mild,FurnitureStore,STILL,steps_zero,2,good,37,20,False,mid,common,0,37
4,False,Overcast,temp_warm,ElectronicsStore,STILL,steps_zero,0,no_send,37,20,False,mid,common,0,37
5,True,Overcast,temp_warm,ElectronicsStore,STILL,steps_q5,1,no_response,37,20,False,mid,common,202,37
1,True,Overcast,temp_cold,Home,STILL,steps_q2,2,no_response,37,21,False,mid,common,60,37
2,True,Overcast,temp_cold,Home,STILL,steps_q1,2,good,37,21,False,mid,common,10,37
3,True,Overcast,temp_cool,Work,STILL,steps_q1,2,good,37,21,False,mid,common,19,37
4,True,Overcast,temp_cool,Work,STILL,steps_q1,1,good,37,21,False,mid,common,2,37
5,False,Overcast,temp_cold,Park,STILL,steps_q7,0,no_send,37,21,False,mid,common,396,37
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,no_response,37,24,True,mid,common,0,37
2,True,Clear,temp_mild,University,STILL,steps_zero,1,good,37,24,True,mid,common,0,37
3,True,Clear,temp_mild,University,STILL,steps_q3,1,good,37,24,True,mid,common,77,37
4,False,Clear,temp_mild,University,STILL,steps_q2,2,no_response,37,24,True,mid,common,38,37
5,True,Clear,temp_mild,University,STILL,steps_zero,1,no_response,37,24,True,mid,common,0,37
2,True,Overcast,temp_cold,Home,STILL,steps_q1,1,good,37,25,True,mid,common,31,37
4,False,Overcast,temp_cold,Home,STILL,steps_q6,0,no_send,37,25,True,mid,common,269,37
5,True,Overcast,temp_cool,Home,STILL,steps_high,1,good,37,25,True,mid,common,1659,37
1,False,Clear,temp_mild,Store,STILL,steps_zero,0,no_send,37,26,True,mid,common,0,37
2,True,Clear,temp_mild,University,STILL,steps_q1,1,no_response,37,26,True,mid,common,27,37
3,False,Clear,temp_mild,Healthcare,STILL,steps_q7,0,no_send,37,26,True,mid,common,406,37
4,True,PartlyCloudy,temp_mild,FurnitureStore,ON_MOVE,steps_q6,0,no_send,37,26,True,mid,common,274,37
5,False,Clear,temp_mild,University,STILL,steps_q7,0,no_send,37,26,True,mid,common,334,37
1,True,Overcast,temp_cool,Store,STILL,steps_q1,2,good,37,27,False,mid,common,26,37
2,False,Overcast,temp_cool,Store,STILL,steps_q1,0,no_send,37,27,False,mid,common,24,37
3,True,MostlyCloudy,temp_cool,Store,STILL,steps_q4,2,good,37,27,False,mid,common,154,37
4,False,Overcast,temp_cool,Store,STILL,steps_q6,0,no_send,37,27,False,mid,common,238,37
5,False,Overcast,temp_cool,Store,STILL,steps_q4,0,no_send,37,27,False,mid,common,128,37
1,True,Overcast,temp_cold,Home,STILL,steps_q4,2,no_response,37,28,False,mid,common,134,37
2,False,PartlyCloudy,temp_cold,Home,STILL,steps_q7,0,no_send,37,28,False,mid,common,321,37
3,True,MostlyCloudy,temp_cool,Home,STILL,steps_high,2,good,37,28,False,mid,common,1189,37
4,True,Overcast,temp_cold,Home,STILL,steps_q4,1,no_response,37,28,False,mid,common,150,37
5,False,Overcast,temp_cold,Home,STILL,steps_q2,0,no_send,37,28,False,mid,common,65,37
1,True,Rain,temp_warm,Home,STILL,steps_q1,2,good,37,31,True,mid,common,18,37
2,False,Clear,temp_mild,Home,STILL,steps_q1,0,no_send,37,31,True,mid,common,20,37
3,False,Clear,temp_cool,Home,STILL,steps_q6,0,no_send,37,31,True,mid,common,247,37
4,True,Clear,temp_warm,Home,STILL,steps_q1,2,no_response,37,31,True,mid,common,36,37
5,True,Clear,temp_warm,Home,STILL,steps_q3,1,no_response,37,31,True,mid,common,108,37
1,False,Clear,temp_cool,University,STILL,steps_q4,0,no_send,37,32,True,mid,common,123,37
3,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,37,32,True,mid,common,0,37
4,False,Clear,temp_cold,University,STILL,steps_q2,2,good,37,32,True,mid,common,67,37
5,True,MostlyCloudy,temp_cool,Home,STILL,steps_q1,2,good,37,32,True,mid,common,24,37
1,True,MostlyCloudy,temp_cool,University,STILL,steps_zero,1,good,37,33,True,mid,common,0,37
2,False,Overcast,temp_cool,University,STILL,steps_q1,0,no_send,37,33,True,mid,common,21,37
3,True,MostlyCloudy,temp_cool,University,STILL,steps_q1,1,good,37,33,True,mid,common,24,37
4,False,PartlyCloudy,temp_cool,University,STILL,steps_zero,0,no_send,37,33,True,mid,common,0,37
5,True,Overcast,temp_cool,University,STILL,steps_q6,2,no_response,37,33,True,mid,common,261,37
1,True,Clear,temp_warm,ElectronicsStore,STILL,steps_high,1,good,37,34,False,mid,common,1135,37
3,True,Clear,temp_hot,Home,STILL,steps_q8,2,good,37,34,False,mid,common,684,37
4,False,Clear,temp_hot,Home,STILL,steps_q7,0,no_send,37,34,False,mid,common,398,37
5,False,Clear,temp_hot,Home,STILL,steps_q4,0,no_send,37,34,False,mid,common,147,37
1,False,Overcast,temp_cold,Home,STILL,steps_q7,0,no_send,37,36,True,mid,common,441,37
2,False,PartlyCloudy,temp_cold,Home,STILL,steps_q1,0,no_send,37,36,True,mid,common,14,37
3,True,Clear,temp_cool,Home,STILL,steps_q2,1,no_response,37,36,True,mid,common,69,37
4,True,Clear,temp_cold,Work,STILL,steps_q7,1,good,37,36,True,mid,common,413,37
5,False,Clear,temp_cool,Home,STILL,steps_q7,0,no_send,37,36,True,mid,common,394,37
1,False,MostlyCloudy,temp_cool,Home,STILL,steps_zero,0,no_send,37,39,True,mid,common,0,37
2,True,PartlyCloudy,temp_cool,Home,STILL,steps_q8,2,no_response,37,39,True,mid,common,717,37
4,True,Overcast,temp_cool,Home,STILL,steps_q4,2,no_response,37,39,True,mid,common,151,37
1,False,Clear,temp_hot,University,STILL,steps_q4,0,no_send,37,41,False,mid,common,151,37
2,True,Clear,temp_hot,University,STILL,steps_q1,2,bad,37,41,False,mid,common,30,37
3,False,Clear,temp_hot,University,STILL,steps_q1,0,no_send,37,41,False,mid,common,18,37
4,False,Clear,temp_hot,Home,STILL,steps_q1,0,no_send,37,41,False,mid,common,29,37
5,False,Clear,temp_warm,Home,STILL,steps_q5,0,no_send,37,41,False,mid,common,172,37
1,False,Overcast,temp_mild,Healthcare,STILL,steps_q4,0,no_send,38,1,True,mid,common,159,38
2,True,Overcast,temp_mild,Healthcare,STILL,steps_zero,2,bad,38,1,True,mid,common,0,38
3,True,Overcast,temp_mild,Healthcare,STILL,steps_q2,2,bad,38,1,True,mid,common,62,38
4,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q3,2,no_response,38,1,True,mid,common,99,38
5,False,MostlyCloudy,temp_mild,University,STILL,steps_q6,0,no_send,38,1,True,mid,common,265,38
2,False,Overcast,temp_cold,Restaurant,STILL,steps_q5,2,no_response,38,2,True,mid,common,217,38
4,True,Overcast,temp_cold,Home,STILL,steps_q2,1,good,38,2,True,mid,common,64,38
5,True,Overcast,temp_cool,Restaurant,STILL,steps_q7,2,no_response,38,2,True,mid,common,456,38
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,good,38,3,True,mid,common,0,38
2,False,Clear,temp_cool,University,STILL,steps_q3,0,no_send,38,3,True,mid,common,84,38
3,True,PartlyCloudy,temp_mild,Home,STILL,steps_q2,2,no_response,38,3,True,mid,common,44,38
4,False,Clear,temp_mild,University,STILL,steps_q5,0,no_send,38,3,True,mid,common,173,38
5,True,Overcast,temp_warm,Home,STILL,steps_q4,1,no_response,38,3,True,mid,common,116,38
1,True,Clear,temp_mild,Home,STILL,steps_zero,2,no_response,38,4,True,mid,common,0,38
2,True,PartlyCloudy,temp_cool,Work,STILL,steps_q2,2,good,38,4,True,mid,common,56,38
3,True,PartlyCloudy,temp_mild,Home,STILL,steps_zero,2,good,38,4,True,mid,common,0,38
4,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,38,4,True,mid,common,0,38
5,True,Clear,temp_mild,University,STILL,steps_q5,2,no_response,38,4,True,mid,common,231,38
1,False,Overcast,temp_mild,Home,STILL,steps_q4,0,no_send,38,6,False,mid,common,138,38
2,True,Overcast,temp_mild,Home,STILL,steps_zero,2,no_response,38,6,False,mid,common,0,38
3,False,Clear,temp_mild,Home,STILL,steps_q1,0,no_send,38,6,False,mid,common,20,38
4,True,Overcast,temp_mild,Home,STILL,steps_q4,2,good,38,6,False,mid,common,116,38
5,True,MostlyCloudy,temp_warm,Home,STILL,steps_q1,1,good,38,6,False,mid,common,14,38
1,True,Clear,temp_mild,University,STILL,steps_q4,2,good,38,8,True,mid,common,126,38
2,True,Clear,temp_cool,University,STILL,steps_zero,1,no_response,38,8,True,mid,common,0,38
4,True,Clear,temp_cool,Home,STILL,steps_high,1,no_response,38,8,True,mid,common,1120,38
5,True,Clear,temp_cool,Home,STILL,steps_q5,1,no_response,38,8,True,mid,common,207,38
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,2,no_response,38,9,True,mid,common,0,38
2,True,PartlyCloudy,temp_warm,Work,STILL,steps_q4,2,no_response,38,9,True,mid,common,127,38
3,False,PartlyCloudy,temp_warm,Home,STILL,steps_q2,0,no_send,38,9,True,mid,common,47,38
4,True,Clear,temp_mild,Home,STILL,steps_zero,1,good,38,9,True,mid,common,0,38
5,True,Clear,temp_warm,Store,STILL,steps_q8,1,no_response,38,9,True,mid,common,475,38
1,False,MostlyCloudy,temp_mild,Home,STILL,steps_q1,0,no_send,38,10,True,mid,common,22,38
2,True,MostlyCloudy,temp_mild,Home,STILL,steps_q4,1,good,38,10,True,mid,common,116,38
3,False,MostlyCloudy,temp_mild,Home,STILL,steps_q3,0,no_send,38,10,True,mid,common,110,38
4,True,MostlyCloudy,temp_cool,Home,STILL,steps_q8,1,good,38,10,True,mid,common,683,38
5,False,Clear,temp_cool,Home,STILL,steps_q7,0,no_send,38,10,True,mid,common,356,38
1,False,Overcast,temp_cold,Store,STILL,steps_q1,0,no_send,38,12,True,mid,common,33,38
2,True,Overcast,temp_cold,Store,STILL,steps_q7,2,good,38,12,True,mid,common,362,38
4,False,Overcast,temp_cool,ElectronicsStore,STILL,steps_q2,0,no_send,38,12,True,mid,common,61,38
5,True,Overcast,temp_cold,Store,STILL,steps_q7,1,no_response,38,12,True,mid,common,378,38
2,True,Clear,temp_cool,Store,ON_MOVE,steps_q1,0,no_send,38,13,False,mid,common,26,38
3,False,Clear,temp_cool,Store,STILL,steps_zero,0,no_send,38,13,False,mid,common,0,38
4,True,Clear,temp_cool,Store,STILL,steps_q5,2,no_response,38,13,False,mid,common,227,38
5,False,Clear,temp_cool,Store,STILL,steps_q5,0,no_send,38,13,False,mid,common,228,38
1,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,38,14,False,mid,common,0,38
2,True,Clear,temp_cold,ClothingStore,STILL,steps_zero,2,bad,38,14,False,mid,common,0,38
3,True,Clear,temp_cool,Home,ON_MOVE,steps_q5,0,no_send,38,14,False,mid,common,169,38
4,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,38,14,False,mid,common,0,38
5,False,Clear,temp_cool,Home,STILL,steps_q4,0,no_send,38,14,False,mid,common,131,38
1,False,Clear,temp_cool,University,STILL,steps_zero,0,no_send,38,15,True,mid,common,0,38
2,False,Clear,temp_mild,Work,STILL,steps_q5,0,no_send,38,15,True,mid,common,201,38
3,True,Clear,temp_mild,Work,STILL,steps_zero,1,no_response,38,15,True,mid,common,0,38
4,True,Clear,temp_cool,Work,STILL,steps_q7,2,no_response,38,15,True,mid,common,347,38
5,True,Clear,temp_warm,Work,STILL,steps_q5,1,no_response,38,15,True,mid,common,207,38
1,True,Clear,temp_warm,Home,STILL,steps_q1,2,no_response,38,16,True,mid,common,15,38
3,True,Clear,temp_warm,Home,STILL,steps_q3,2,no_response,38,16,True,mid,common,104,38
4,False,Clear,temp_warm,Restaurant,STILL,steps_q3,0,no_send,38,16,True,mid,common,89,38
5,False,Clear,temp_warm,Home,STILL,steps_q5,0,no_send,38,16,True,mid,common,198,38
1,True,Clear,temp_hot,University,STILL,steps_q8,1,good,38,17,True,mid,common,496,38
2,True,Clear,temp_warm,University,STILL,steps_zero,2,good,38,17,True,mid,common,0,38
3,True,Clear,temp_warm,University,STILL,steps_q1,2,no_response,38,17,True,mid,common,31,38
4,True,Clear,temp_warm,University,STILL,steps_high,2,no_response,38,17,True,mid,common,1734,38
5,False,MostlyCloudy,temp_warm,University,STILL,steps_zero,0,no_send,38,17,True,mid,common,0,38
1,True,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q1,1,good,38,19,True,mid,common,26,38
2,False,Overcast,temp_mild,Restaurant,STILL,steps_q8,0,no_send,38,19,True,mid,common,803,38
3,True,Overcast,temp_mild,Healthcare,STILL,steps_zero,1,good,38,19,True,mid,common,0,38
4,True,Overcast,temp_mild,Work,STILL,steps_zero,2,good,38,19,True,mid,common,0,38
5,False,Overcast,temp_mild,Healthcare,STILL,steps_q6,0,no_send,38,19,True,mid,common,304,38
1,False,MostlyCloudy,temp_cool,University,STILL,steps_q4,0,no_send,38,20,False,mid,common,128,38
2,True,PartlyCloudy,temp_cool,Store,STILL,steps_q2,1,good,38,20,False,mid,common,38,38
3,True,Clear,temp_cool,Store,STILL,steps_zero,1,good,38,20,False,mid,common,0,38
4,False,Clear,temp_cool,Healthcare,STILL,steps_zero,0,no_send,38,20,False,mid,common,0,38
5,True,Clear,temp_cool,Healthcare,STILL,steps_q3,1,good,38,20,False,mid,common,83,38
2,True,PartlyCloudy,temp_cool,Work,STILL,steps_q1,1,good,38,22,True,mid,common,29,38
4,True,Clear,temp_cool,Work,STILL,steps_q1,2,good,38,22,True,mid,common,26,38
5,False,Clear,temp_cool,Work,STILL,steps_zero,0,no_send,38,22,True,mid,common,0,38
1,True,PartlyCloudy,temp_warm,University,STILL,steps_zero,1,no_response,38,23,True,mid,common,0,38
2,True,Clear,temp_mild,Home,STILL,steps_q8,1,no_response,38,23,True,mid,common,547,38
3,True,MostlyCloudy,temp_mild,University,STILL,steps_high,1,good,38,23,True,mid,common,1063,38
4,True,Clear,temp_mild,Work,STILL,steps_high,2,good,38,23,True,mid,common,1100,38
5,False,Overcast,temp_warm,Work,STILL,steps_q4,0,no_send,38,23,True,mid,common,122,38
1,False,Clear,temp_hot,Home,STILL,steps_q4,0,no_send,38,24,True,mid,common,127,38
2,True,Clear,temp_hot,Work,STILL,steps_q3,2,no_response,38,24,True,mid,common,92,38
3,False,Clear,temp_hot,Home,STILL,steps_q6,0,no_send,38,24,True,mid,common,279,38
4,True,Overcast,temp_mild,Restaurant,STILL,steps_q8,1,good,38,24,True,mid,common,706,38
5,False,Clear,temp_warm,Home,STILL,steps_zero,0,no_send,38,24,True,mid,common,0,38
1,False,Overcast,temp_cool,Home,STILL,steps_q7,0,no_send,38,28,False,mid,common,320,38
2,False,Overcast,temp_cool,Home,STILL,steps_q4,0,no_send,38,28,False,mid,common,131,38
3,False,Overcast,temp_cool,Home,STILL,steps_q7,0,no_send,38,28,False,mid,common,418,38
4,True,Overcast,temp_cold,Home,STILL,steps_q5,1,no_response,38,28,False,mid,common,191,38
5,False,Overcast,temp_cool,Park,STILL,steps_q5,0,no_send,38,28,False,mid,common,186,38
1,True,Rain,temp_mild,Healthcare,STILL,steps_q4,1,no_response,38,30,True,mid,common,125,38
2,False,Overcast,temp_hot,Home,STILL,steps_zero,0,no_send,38,30,True,mid,common,0,38
3,True,Overcast,temp_hot,Home,ON_MOVE,steps_zero,0,no_send,38,30,True,mid,common,0,38
4,True,Clear,temp_hot,Healthcare,STILL,steps_q6,1,no_response,38,30,True,mid,common,267,38
5,False,MostlyCloudy,temp_hot,University,ON_MOVE,steps_q1,0,no_send,38,30,True,mid,common,29,38
1,False,Clear,temp_cold,University,STILL,steps_q3,0,no_send,38,33,True,mid,common,85,38
2,True,Clear,temp_cold,University,STILL,steps_zero,2,good,38,33,True,mid,common,0,38
3,False,Clear,temp_cold,Park,STILL,steps_q2,0,no_send,38,33,True,mid,common,48,38
4,False,Clear,temp_cool,University,STILL,steps_q2,0,no_send,38,33,True,mid,common,58,38
5,False,Clear,temp_cool,Park,STILL,steps_q6,0,no_send,38,33,True,mid,common,303,38
1,False,Rain,temp_mild,Home,STILL,steps_zero,1,no_response,38,35,False,mid,common,0,38
2,False,MostlyCloudy,temp_mild,Home,STILL,steps_q1,0,no_send,38,35,False,mid,common,12,38
4,True,Overcast,temp_warm,Store,ON_MOVE,steps_q7,0,no_send,38,35,False,mid,common,362,38
5,True,Overcast,temp_mild,Work,STILL,steps_q3,1,no_response,38,35,False,mid,common,75,38
3,True,Overcast,temp_cool,Home,STILL,steps_high,1,good,38,37,True,mid,common,1653,38
4,False,Overcast,temp_cool,Home,STILL,steps_high,0,no_send,38,37,True,mid,common,4305,38
5,True,Overcast,temp_cool,Home,STILL,steps_zero,2,no_response,38,37,True,mid,common,0,38
2,False,Clear,temp_cool,Home,STILL,steps_q1,0,no_send,38,38,True,mid,common,2,38
3,True,Clear,temp_cool,University,STILL,steps_q4,2,no_response,38,38,True,mid,common,127,38
4,True,Clear,temp_cool,Home,STILL,steps_q4,2,bad,38,38,True,mid,common,162,38
1,False,Clear,temp_mild,Healthcare,STILL,steps_q6,0,no_send,38,39,True,mid,common,265,38
2,True,Clear,temp_cool,Healthcare,STILL,steps_zero,1,no_response,38,39,True,mid,common,0,38
3,True,MostlyCloudy,temp_mild,Healthcare,STILL,steps_zero,1,no_response,38,39,True,mid,common,0,38
4,False,PartlyCloudy,temp_mild,Healthcare,STILL,steps_q1,0,no_send,38,39,True,mid,common,21,38
5,True,Clear,temp_mild,Healthcare,STILL,steps_q5,2,no_response,38,39,True,mid,common,222,38
1,True,Clear,temp_cool,Work,STILL,steps_q1,2,no_response,38,40,True,mid,common,19,38
2,True,Clear,temp_cool,Work,STILL,steps_q5,2,no_response,38,40,True,mid,common,227,38
3,False,PartlyCloudy,temp_mild,University,STILL,steps_zero,0,no_send,38,40,True,mid,common,0,38
4,False,Clear,temp_cool,Work,STILL,steps_zero,0,no_send,38,40,True,mid,common,0,38
5,True,Clear,temp_cool,Home,STILL,steps_q1,2,no_response,38,40,True,mid,common,23,38
1,False,Clear,temp_hot,Restaurant,STILL,steps_q2,0,no_send,38,41,False,mid,common,55,38
2,False,PartlyCloudy,temp_warm,Work,STILL,steps_zero,0,no_send,38,41,False,mid,common,0,38
3,False,MostlyCloudy,temp_warm,Restaurant,STILL,steps_q1,1,no_response,38,41,False,mid,common,3,38
4,True,MostlyCloudy,temp_warm,Home,STILL,steps_q6,2,bad,38,41,False,mid,common,290,38
5,False,Clear,temp_hot,Work,STILL,steps_q4,0,no_send,38,41,False,mid,common,132,38
1,True,Overcast,temp_cold,Home,STILL,steps_high,1,bad,38,42,False,mid,common,3087,38
2,True,Overcast,temp_cold,Home,STILL,steps_q4,2,no_response,38,42,False,mid,common,146,38
4,True,Overcast,temp_cool,Work,STILL,steps_zero,1,good,38,42,False,mid,common,0,38
5,False,Overcast,temp_cool,Work,STILL,steps_q8,0,no_send,38,42,False,mid,common,619,38
2,True,Clear,temp_cold,University,STILL,steps_q7,1,no_response,39,3,True,high,common,430,39
3,True,Rain,temp_cold,University,STILL,steps_q2,2,no_response,39,3,True,high,common,62,39
4,False,MostlyCloudy,temp_cool,Healthcare,STILL,steps_q4,2,no_response,39,3,True,high,common,129,39
5,True,PartlyCloudy,temp_cold,University,STILL,steps_q4,2,no_response,39,3,True,high,common,122,39
1,False,MostlyCloudy,temp_mild,Home,STILL,steps_q4,0,no_send,39,4,True,high,common,133,39
2,True,PartlyCloudy,temp_warm,University,STILL,steps_q2,1,good,39,4,True,high,common,66,39
3,True,MostlyCloudy,temp_mild,Work,STILL,steps_q8,2,good,39,4,True,high,common,617,39
4,True,Clear,temp_hot,Work,STILL,steps_q3,1,good,39,4,True,high,common,91,39
