decision_datetime,is.randomized,snooze.status,intransit,avail,send,returned.message,response,dec.precipitation.chance,uid,decision_idx_nogap,decision_date,decision_slot,steps30,steps30pre,steps10,weather,temp,loc
2015-08-20 23:33:14,True,False,False,True,2,Quick look at the clock If the minute ends in an even number try to stay moving for the next 4 minutes,bad,0.0,10,108.0,2015-08-20,5.0,149.0,56.0,69.0,cloudy,mild,work
2015-08-21 13:02:00,False,False,False,True,0,donotnotify,no_send,0.0,10,109.0,2015-08-21,1.0,291.0,223.0,64.0,clear,cool,work
2015-08-21 16:01:31,False,False,True,False,0,donotnotify,no_send,0.0,10,110.0,2015-08-21,2.0,27.0,61.0,9.0,clear,mild,service
2015-08-21 18:01:07,False,False,True,False,0,donotnotify,no_send,unknown,10,111.0,2015-08-21,3.0,0.0,2.0,0.0,clear,warm,home
2015-08-21 22:02:59,False,False,True,False,0,donotnotify,no_send,0.0,10,112.0,2015-08-21,3.0,539.0,966.0,0.0,cloudy,hot,shopping
2015-08-21 23:31:23,True,False,False,True,2,Can you take a 5 minute break Even 5 minutes of walking can significantly improve health Our bodies are made to move,no_response,0.0,10,113.0,2015-08-21,4.0,840.0,213.0,0.0,cloudy,warm,dining
2015-08-22 14:07:04,True,False,False,True,2,Are your arms tight Try arm circles stand straight extend arms to the sides and make big circles forwards and backwards,good,unknown,10,114.0,2015-08-22,1.0,277.0,296.0,143.0,cloudy,hot,home
2015-08-22 17:01:19,False,False,False,True,0,donotnotify,no_send,unknown,10,115.0,2015-08-22,2.0,25.0,95.0,25.0,cloudy,hot,home
2015-08-22 19:01:38,False,False,False,True,0,donotnotify,no_send,0.0,10,116.0,2015-08-22,3.0,2316.0,428.0,572.0,cloudy,hot,dining
2015-08-22 23:01:15,False,False,True,False,0,donotnotify,no_send,0.0,10,117.0,2015-08-22,4.0,2241.0,1858.0,878.0,cloudy,warm,shopping
2015-08-23 00:31:10,True,False,False,True,2,Its not too late Do you have time to take a friend or family member for a walk in the park this weekend Its a great way to connect,no_response,15.0,10,118.0,2015-08-23,5.0,384.0,1101.0,142.0,cloudy,warm,dining
2015-08-23 14:03:30,True,False,False,True,1,Taking the bus this AM How about walking to a stop a few blocks away Its great to get the blood flowing before a busy day,no_response,0.0,10,119.0,2015-08-23,1.0,0.0,0.0,0.0,cloudy,mild,shopping
2015-08-23 17:01:16,True,False,True,False,0,donotnotify,no_send,60.0,10,120.0,2015-08-23,2.0,0.0,0.0,0.0,cloudy,mild,service
2015-08-23 23:01:57,False,False,False,True,0,donotnotify,no_send,53.0,10,122.0,2015-08-23,4.0,78.0,0.0,0.0,cloudy,warm,home
2015-08-24 00:31:40,False,False,False,True,0,donotnotify,no_send,1.0,10,123.0,2015-08-24,5.0,35.0,99.0,35.0,bad,mild,home
2015-08-24 14:03:11,False,False,False,True,0,donotnotify,no_send,0.0,10,124.0,2015-08-24,1.0,186.0,172.0,0.0,clear,mild,home
2015-08-24 17:01:41,False,False,False,True,0,donotnotify,no_send,0.0,10,125.0,2015-08-24,2.0,107.0,319.0,0.0,cloudy,mild,home
2015-08-24 19:01:29,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,0.0,10,126.0,2015-08-24,3.0,444.0,420.0,115.0,cloudy,warm,shopping
2015-08-24 23:01:13,False,False,False,True,0,donotnotify,no_send,0.0,10,127.0,2015-08-24,4.0,21.0,78.0,21.0,cloudy,mild,work
2015-08-25 00:30:55,True,False,False,True,1,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,0.0,10,128.0,2015-08-25,5.0,0.0,60.0,0.0,cloudy,mild,work
2015-08-25 14:01:36,True,False,False,True,1,Good morning When you get to work try stretching your legs for a minute or two before sitting down at your desk,good,1.0,10,129.0,2015-08-25,1.0,386.0,134.0,205.0,cloudy,mild,work
2015-08-25 17:03:15,True,False,False,True,1,Ready for some hoops How about standing up and throwing some used paper balls in your office trash or recycling bin,bad,0.0,10,130.0,2015-08-25,2.0,0.0,34.0,0.0,cloudy,mild,work
2015-08-25 19:02:05,True,False,True,False,0,donotnotify,no_send,0.0,10,131.0,2015-08-25,3.0,798.0,18.0,221.0,cloudy,mild,work
2015-08-25 23:01:04,True,False,False,True,1,How about getting up stretching those arms and legs after a productive day at work You deserve it,good,1.0,10,132.0,2015-08-25,4.0,353.0,51.0,66.0,cloudy,mild,home
2015-08-26 00:30:50,True,False,False,True,1,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,bad,0.0,10,133.0,2015-08-26,5.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-26 14:01:03,True,False,False,True,1,Quick look at the clock If the hour is odd do that many toetouches stand reach to ceiling reach to toes repeat,good,0.0,10,134.0,2015-08-26,1.0,50.0,386.0,32.0,cloudy,mild,home
2015-08-26 17:01:42,True,False,True,False,0,donotnotify,no_send,1.0,10,135.0,2015-08-26,2.0,0.0,0.0,0.0,cloudy,mild,work
2015-08-26 22:00:50,False,False,False,True,0,donotnotify,no_send,0.0,10,137.0,2015-08-26,4.0,172.0,0.0,0.0,cloudy,mild,home
2015-08-26 23:31:45,True,False,False,True,2,Dont forget that household activities increase your step count too Can you clean out a closet or rearrange a room tonight,good,2.0,10,138.0,2015-08-26,5.0,66.0,149.0,0.0,cloudy,mild,home
2015-08-27 13:02:01,True,False,False,True,1,Taking the bus this AM How about walking to a stop a few blocks away Its great to get the blood flowing before a busy day,good,0.0,10,139.0,2015-08-27,1.0,81.0,0.0,0.0,bad,mild,home
2015-08-27 16:02:00,True,False,False,True,1,Have you been sitting all morning Why not stand up do some light stretches for 23 minutes It will energize you for the rest of the day,good,0.0,10,140.0,2015-08-27,2.0,19.0,0.0,0.0,cloudy,mild,work
2015-08-27 18:01:34,False,False,False,True,0,donotnotify,no_send,0.0,10,141.0,2015-08-27,3.0,687.0,1324.0,124.0,cloudy,mild,work
2015-08-27 22:02:37,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,0.0,10,142.0,2015-08-27,4.0,0.0,232.0,0.0,cloudy,mild,home
2015-08-27 23:31:32,False,False,False,True,0,donotnotify,no_send,0.0,10,143.0,2015-08-27,5.0,30.0,118.0,0.0,cloudy,mild,home
2015-08-28 13:01:46,True,False,False,True,2,How much more productive would you feel for the rest of the day if you took a 10 minute walk now,bad,0.0,10,144.0,2015-08-28,1.0,0.0,0.0,0.0,cloudy,cool,home
2015-08-28 16:01:44,False,False,False,True,0,donotnotify,no_send,0.0,10,145.0,2015-08-28,2.0,24.0,0.0,0.0,cloudy,mild,work
2015-08-28 18:01:32,True,False,True,False,0,donotnotify,no_send,0.0,10,146.0,2015-08-28,3.0,662.0,856.0,201.0,clear,warm,work
2015-08-28 22:02:13,False,False,False,True,0,donotnotify,no_send,0.0,10,147.0,2015-08-28,4.0,1181.0,128.0,520.0,cloudy,warm,home
2015-08-28 23:31:56,True,False,False,True,2,2 minute task As you brush your teeth tonight get in some extra movement by pacing or doing toe raises,good,0.0,10,148.0,2015-08-28,5.0,0.0,1238.0,0.0,clear,mild,home
2015-08-29 13:01:31,False,False,False,True,0,donotnotify,no_send,0.0,10,149.0,2015-08-29,1.0,141.0,0.0,141.0,cloudy,mild,dining
2015-08-29 16:01:33,True,False,False,True,1,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,good,35.0,10,150.0,2015-08-29,2.0,1726.0,0.0,59.0,cloudy,warm,home
2015-08-29 18:01:49,True,False,True,False,0,donotnotify,no_send,51.0,10,151.0,2015-08-29,3.0,0.0,244.0,0.0,cloudy,warm,dining
2015-08-29 22:01:43,True,False,False,True,2,Happy Tired Anxious Whatever your mood we bet a short stroll this evening can improve it,good,35.0,10,152.0,2015-08-29,4.0,101.0,466.0,23.0,cloudy,warm,home
2015-08-29 23:31:32,False,False,False,True,0,donotnotify,no_send,30.0,10,153.0,2015-08-29,5.0,1840.0,143.0,856.0,cloudy,warm,work
2015-08-30 13:01:31,True,False,False,True,2,Weekends are a great time to explore local museums galleries Meandering through the exhibits is a great way to rack up steps,no_response,0.0,10,154.0,2015-08-30,1.0,0.0,0.0,0.0,bad,mild,work
2015-08-30 16:01:49,False,False,False,True,0,donotnotify,no_send,2.0,10,155.0,2015-08-30,2.0,576.0,307.0,44.0,cloudy,warm,shopping
2015-08-30 18:01:02,False,False,False,True,0,donotnotify,no_send,35.0,10,156.0,2015-08-30,3.0,225.0,174.0,66.0,cloudy,warm,work
2015-08-30 23:31:32,False,False,True,False,0,donotnotify,no_send,15.0,10,158.0,2015-08-30,5.0,38.0,266.0,0.0,cloudy,warm,dining
2015-08-31 13:02:04,False,False,False,True,0,donotnotify,no_send,0.0,10,159.0,2015-08-31,1.0,12.0,40.0,12.0,cloudy,mild,home
2015-08-31 16:02:10,True,False,False,True,1,What a great afternoon How about taking a walk around the block for some fresh air,bad,0.0,10,160.0,2015-08-31,2.0,20.0,0.0,0.0,cloudy,warm,service
2015-08-31 18:01:02,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,bad,0.0,10,161.0,2015-08-31,3.0,62.0,0.0,0.0,cloudy,warm,service
2015-08-31 22:01:01,False,False,False,True,0,donotnotify,no_send,0.0,10,162.0,2015-08-31,4.0,199.0,0.0,84.0,clear,hot,home
2015-08-31 23:31:31,True,False,False,True,1,Planning to watch TV tonight Make sure that you stand up and stretch your legs regularly maybe during each commercial break,good,0.0,10,163.0,2015-08-31,5.0,160.0,58.0,138.0,clear,warm,home
2015-09-01 13:01:07,False,False,False,True,0,donotnotify,no_send,0.0,10,164.0,2015-09-01,1.0,85.0,0.0,0.0,clear,warm,home
2015-09-01 16:01:42,False,False,False,True,0,donotnotify,no_send,0.0,10,165.0,2015-09-01,2.0,549.0,0.0,0.0,clear,hot,work
2015-09-01 18:01:44,True,False,False,True,1,Have you been sitting all morning Why not stand up do some light stretches for 23 minutes It will energize you for the rest of the day,bad,0.0,10,166.0,2015-09-01,3.0,0.0,0.0,0.0,cloudy,hot,work
2015-09-01 22:01:46,True,False,False,True,2,Ahh the great outdoors Why not take a moment to get some fresh air,good,0.0,10,167.0,2015-09-01,4.0,55.0,58.0,0.0,cloudy,hot,home
2015-09-01 23:31:41,True,False,False,True,1,How about getting up stretching those arms and legs after a productive day at work You deserve it,good,0.0,10,168.0,2015-09-01,5.0,303.0,185.0,0.0,clear,warm,home
2015-09-02 13:01:37,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,15.0,10,169.0,2015-09-02,1.0,137.0,0.0,27.0,cloudy,warm,home
2015-09-02 16:01:27,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,15.0,10,170.0,2015-09-02,2.0,0.0,0.0,0.0,cloudy,warm,work
2015-09-02 18:01:15,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,15.0,10,171.0,2015-09-02,3.0,21.0,0.0,0.0,clear,hot,work
2015-09-02 22:01:33,True,False,False,True,2,In the mood to do good Head to the park with a small trash bag set a goal of picking up 10 pieces of trash during your walk,bad,15.0,10,172.0,2015-09-02,4.0,76.0,85.0,50.0,clear,hot,home
2015-09-02 23:31:15,False,False,False,True,0,donotnotify,no_send,15.0,10,173.0,2015-09-02,5.0,1002.0,97.0,29.0,clear,hot,home
2015-09-03 13:01:16,True,False,True,False,0,donotnotify,no_send,0.0,10,174.0,2015-09-03,1.0,1364.0,925.0,929.0,clear,warm,service
2015-09-03 16:02:37,False,False,False,True,0,donotnotify,no_send,35.0,10,175.0,2015-09-03,2.0,133.0,0.0,0.0,clear,hot,work
2015-09-03 18:01:56,False,False,False,True,0,donotnotify,no_send,15.0,10,176.0,2015-09-03,3.0,0.0,0.0,0.0,cloudy,hot,work
2015-09-03 22:02:11,True,False,False,True,2,Dont forget that household activities increase your step count too Can you clean out a closet or rearrange a room tonight,no_response,35.0,10,177.0,2015-09-03,4.0,0.0,0.0,0.0,cloudy,mild,home
2015-09-03 23:31:25,False,False,False,True,0,donotnotify,no_send,60.0,10,178.0,2015-09-03,5.0,383.0,24.0,50.0,bad,mild,home
2015-09-04 13:02:09,False,False,False,True,0,donotnotify,no_send,0.0,10,179.0,2015-09-04,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-09-04 16:02:25,False,False,False,True,0,donotnotify,no_send,0.0,10,180.0,2015-09-04,2.0,0.0,0.0,0.0,cloudy,warm,work
2015-09-04 18:09:48,True,False,False,True,2,Feeling stiff Try standing up and reaching down towards your toes for ten seconds Ahhhh that feels better,good,unknown,10,181.0,2015-09-04,3.0,0.0,51.0,0.0,cloudy,warm,home
2015-09-04 22:01:41,True,False,True,False,0,donotnotify,no_send,15.0,10,182.0,2015-09-04,4.0,1224.0,3270.0,611.0,cloudy,warm,home
2015-09-04 23:31:17,True,False,True,False,0,donotnotify,no_send,15.0,10,183.0,2015-09-04,5.0,2055.0,0.0,29.0,cloudy,warm,dining
2015-09-05 13:02:29,True,False,False,True,2,Change up your movement How about doing 5 minutes of walking lunges around your house It will stretch your legs raise your heart rate,bad,31.0,10,184.0,2015-09-05,1.0,19.0,0.0,19.0,cloudy,mild,home
2015-09-05 16:01:02,True,False,False,True,1,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,good,54.0,10,185.0,2015-09-05,2.0,200.0,132.0,0.0,cloudy,mild,home
2015-09-05 18:01:22,True,False,False,True,1,Hows your energy level this afternoon A 1015 minute walk can enliven your body,bad,15.0,10,186.0,2015-09-05,3.0,0.0,102.0,0.0,cloudy,warm,home
2015-09-05 22:01:58,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,0.0,10,187.0,2015-09-05,4.0,42.0,0.0,0.0,cloudy,warm,home
2015-09-05 23:31:55,True,False,False,True,1,What about hiding the remote tonight Adjusting the channel and volume manually keep you moving just a bit while you relax,bad,0.0,10,188.0,2015-09-05,5.0,161.0,501.0,161.0,cloudy,warm,home
2015-09-06 13:07:51,False,False,False,True,0,donotnotify,no_send,0.0,10,189.0,2015-09-06,1.0,0.0,0.0,0.0,clear,mild,dining
2015-09-06 16:01:53,True,False,False,True,1,What a great afternoon How about taking a walk around the block for some fresh air,no_response,0.0,10,190.0,2015-09-06,2.0,476.0,1610.0,79.0,clear,warm,home
2015-09-06 22:02:50,False,False,False,True,0,donotnotify,no_send,unknown,10,192.0,2015-09-06,4.0,61.0,763.0,0.0,clear,warm,home
2015-09-06 23:31:39,False,False,False,True,0,donotnotify,no_send,0.0,10,193.0,2015-09-06,5.0,1094.0,1750.0,0.0,clear,warm,home
2015-09-07 13:01:01,True,False,False,True,1,Quick look at the clock If the minute ends in an odd number try to remain standing for the next 5 minutes,bad,0.0,10,194.0,2015-09-07,1.0,0.0,0.0,0.0,clear,warm,home
2015-09-07 16:02:00,False,False,False,True,0,donotnotify,no_send,15.0,10,195.0,2015-09-07,2.0,202.0,275.0,0.0,clear,hot,home
2015-09-07 18:01:13,True,False,True,False,0,donotnotify,no_send,15.0,10,196.0,2015-09-07,3.0,0.0,0.0,0.0,clear,hot,work
2015-09-07 22:01:01,True,False,False,True,2,Tonight what if you swap 30 minutes of TV for a 30min walk Or if your favorite show is on walk in place during commercials,good,0.0,10,197.0,2015-09-07,4.0,65.0,0.0,28.0,clear,hot,home
2015-09-07 23:31:49,True,False,False,True,2,Overwhelmed or in a slump Exercise can help with both What if you went for a 10 to 15minute walk,no_response,2.0,10,198.0,2015-09-07,5.0,0.0,0.0,0.0,clear,hot,home
2015-09-08 13:01:37,True,False,True,False,0,donotnotify,no_send,30.0,10,199.0,2015-09-08,1.0,0.0,0.0,0.0,cloudy,warm,work
2015-09-08 16:01:31,False,False,False,True,0,donotnotify,no_send,30.0,10,200.0,2015-09-08,2.0,0.0,1086.0,0.0,clear,hot,work
2015-09-08 18:01:03,True,False,True,False,0,donotnotify,no_send,52.0,10,201.0,2015-09-08,3.0,0.0,535.0,0.0,clear,hot,work
2015-09-08 22:01:26,True,False,False,True,2,The sky is blue and calling to you Will you answer it with a refreshing stroll,bad,15.0,10,202.0,2015-09-08,4.0,51.0,92.0,0.0,cloudy,hot,home
2015-09-08 23:32:04,True,False,False,True,2,Making walking a habit is a great way to improve your longterm health Can you take 100 steps now,good,15.0,10,203.0,2015-09-08,5.0,603.0,98.0,0.0,cloudy,hot,home
2015-09-09 13:01:06,True,False,False,True,2,Now shall I walk or shall I ride Ride Pleasure said Walk Joy replied WH Davies Where will you walk today,good,3.0,10,204.0,2015-09-09,1.0,170.0,0.0,0.0,cloudy,mild,home
2015-09-09 16:01:00,True,False,True,False,0,donotnotify,no_send,15.0,10,205.0,2015-09-09,2.0,1258.0,440.0,407.0,cloudy,warm,work
2015-09-09 18:01:30,False,False,False,True,0,donotnotify,no_send,15.0,10,206.0,2015-09-09,3.0,112.0,0.0,0.0,cloudy,warm,home
2015-09-09 22:01:16,True,False,False,True,1,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,good,0.0,10,207.0,2015-09-09,4.0,296.0,143.0,0.0,cloudy,warm,home
2015-09-09 23:31:04,True,False,False,True,2,Had a long day An evening walk is a great way to relax recharge reflect on todays achievements,bad,0.0,10,208.0,2015-09-09,5.0,74.0,247.0,31.0,cloudy,mild,home
2015-09-10 13:01:58,True,False,False,True,2,Wouldnt the sun feel nice on your face Taking a walk now would start your day off right,no_response,0.0,10,209.0,2015-09-10,1.0,0.0,0.0,0.0,clear,mild,home
2015-09-10 16:01:31,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,bad,0.0,10,210.0,2015-09-10,2.0,0.0,1324.0,0.0,clear,warm,service
2015-09-10 18:00:58,False,False,False,True,0,donotnotify,no_send,0.0,10,211.0,2015-09-10,3.0,0.0,525.0,0.0,clear,warm,service
2015-09-10 22:01:44,True,False,False,True,2,Have kids Friends kids A pet If you run around with a child or furry friend today youll move more without realizing it,bad,0.0,10,212.0,2015-09-10,4.0,39.0,52.0,0.0,clear,warm,home
2015-09-10 23:31:03,True,False,False,True,2,Strength is as important as physical activity Tonight could you find 5 core leg or arm exercises online to try,good,0.0,10,213.0,2015-09-10,5.0,0.0,0.0,0.0,clear,mild,home
2015-07-30 11:31:53,True,False,True,False,0,donotnotify,no_send,0.0,11,1.0,2015-07-30,1.0,129.0,231.0,129.0,cloudy,mild,home
2015-07-30 16:01:48,False,False,False,True,0,donotnotify,no_send,0.0,11,2.0,2015-07-30,2.0,0.0,140.0,0.0,clear,warm,work
2015-07-30 18:32:41,False,False,False,True,0,donotnotify,no_send,0.0,11,3.0,2015-07-30,3.0,109.0,0.0,0.0,clear,hot,work
2015-07-30 21:52:04,True,False,False,True,1,Sometimes your body talks sometimes your body screams What does it need right now Maybe a few minutes of stretching,good,0.0,11,4.0,2015-07-30,4.0,48.0,170.0,19.0,clear,hot,shopping
2015-07-30 23:32:30,True,False,False,True,2,Some fresh evening air is a great way to unwind after a long day Are you up for a brisk walk,no_response,0.0,11,5.0,2015-07-30,5.0,101.0,0.0,0.0,clear,hot,shopping
2015-07-31 11:31:31,True,False,True,False,0,donotnotify,no_send,0.0,11,6.0,2015-07-31,1.0,274.0,60.0,0.0,clear,mild,service
2015-07-31 16:01:32,True,False,True,False,0,donotnotify,no_send,0.0,11,7.0,2015-07-31,2.0,106.0,358.0,88.0,clear,warm,work
2015-07-31 18:31:48,True,False,True,False,0,donotnotify,no_send,15.0,11,8.0,2015-07-31,3.0,1342.0,903.0,506.0,cloudy,hot,shopping
2015-07-31 21:51:41,False,False,True,False,0,donotnotify,no_send,15.0,11,9.0,2015-07-31,4.0,276.0,121.0,218.0,clear,warm,dining
2015-07-31 23:32:04,True,False,False,True,2,In the mood to do good Head to the park with a small trash bag set a goal of picking up 10 pieces of trash during your walk,good,15.0,11,10.0,2015-07-31,5.0,810.0,0.0,0.0,clear,warm,shopping
2015-08-01 11:31:47,False,False,False,True,0,donotnotify,no_send,0.0,11,11.0,2015-08-01,1.0,0.0,0.0,0.0,clear,mild,shopping
2015-08-01 16:01:40,False,True,False,False,0,donotnotify,no_send,0.0,11,12.0,2015-08-01,2.0,256.0,393.0,74.0,clear,warm,service
2015-08-01 18:31:36,True,True,True,False,0,donotnotify,no_send,15.0,11,13.0,2015-08-01,3.0,968.0,1074.0,440.0,cloudy,warm,shopping
2015-08-01 21:51:43,True,False,False,True,2,Planning to watch TV tonight Taking a walk even 5 minutes before the show will help you relax unwind,bad,15.0,11,14.0,2015-08-01,4.0,19.0,216.0,19.0,clear,warm,shopping
2015-08-01 23:31:33,False,False,False,True,0,donotnotify,no_send,0.0,11,15.0,2015-08-01,5.0,413.0,612.0,0.0,clear,warm,shopping
2015-08-02 11:33:58,False,False,False,True,0,donotnotify,no_send,0.0,11,16.0,2015-08-02,1.0,0.0,0.0,0.0,clear,mild,shopping
2015-08-02 16:01:48,True,False,False,True,2,Remember to spend time with friends loved ones who might want to join you for a walk right now,no_response,15.0,11,17.0,2015-08-02,2.0,1149.0,0.0,537.0,clear,hot,service
2015-08-02 18:31:35,False,False,True,False,0,donotnotify,no_send,15.0,11,18.0,2015-08-02,3.0,625.0,0.0,23.0,cloudy,hot,shopping
2015-08-02 21:51:39,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,good,15.0,11,19.0,2015-08-02,4.0,774.0,0.0,0.0,cloudy,hot,activity
2015-08-02 23:31:31,False,False,False,True,0,donotnotify,no_send,15.0,11,20.0,2015-08-02,5.0,0.0,59.0,0.0,cloudy,hot,home
2015-08-03 11:32:31,False,False,False,True,0,donotnotify,no_send,0.0,11,21.0,2015-08-03,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-03 16:01:37,True,False,False,True,1,Hows your energy level this afternoon A 1015 minute walk can enliven your body,no_response,0.0,11,22.0,2015-08-03,2.0,0.0,249.0,0.0,clear,warm,work
2015-08-03 18:34:45,True,False,False,True,1,Hey you Have you been sitting for a while Can you take a 5 minute walking break,good,0.0,11,23.0,2015-08-03,3.0,0.0,0.0,0.0,clear,warm,work
2015-08-03 21:51:44,True,False,False,True,1,Quick lets stretch Stand up reeeeach for the sky reeeeach for your toes and repeat Feels good doesnt it,good,0.0,11,24.0,2015-08-03,4.0,21.0,56.0,0.0,cloudy,hot,home
2015-08-03 23:31:58,False,False,True,False,0,donotnotify,no_send,0.0,11,25.0,2015-08-03,5.0,433.0,176.0,0.0,clear,warm,service
2015-08-04 11:31:45,True,False,False,True,1,Sometimes the best stretches are the simplest For a fullbody stretch stand up plant your feet reach your arms up back,good,0.0,11,26.0,2015-08-04,1.0,285.0,176.0,84.0,cloudy,mild,home
2015-08-04 16:02:20,False,False,False,True,0,donotnotify,no_send,0.0,11,27.0,2015-08-04,2.0,241.0,281.0,148.0,clear,warm,work
2015-08-04 18:31:32,True,False,False,True,2,Its almost the end of the workday How about a refreshing walk to help you power through the last few hours,good,0.0,11,28.0,2015-08-04,3.0,0.0,0.0,0.0,cloudy,warm,work
2015-08-04 21:51:15,False,False,False,True,0,donotnotify,no_send,0.0,11,29.0,2015-08-04,4.0,106.0,186.0,0.0,cloudy,hot,home
2015-08-04 23:31:13,True,False,False,True,2,Longer routes more steps How might you work longer routes into your weeknight routine,no_response,0.0,11,30.0,2015-08-04,5.0,209.0,78.0,76.0,cloudy,hot,home
2015-08-05 11:31:33,True,False,False,True,2,The weather is beautiful Dont believe us Well head outside see for yourself,no_response,0.0,11,31.0,2015-08-05,1.0,0.0,0.0,0.0,clear,cool,home
2015-08-05 16:01:40,False,False,False,True,0,donotnotify,no_send,0.0,11,32.0,2015-08-05,2.0,156.0,227.0,20.0,clear,warm,work
2015-08-05 18:32:22,True,False,False,True,2,Have you been staring at a screen all day Give your eyes a break by walking a lap around this floor of your office building,good,0.0,11,33.0,2015-08-05,3.0,390.0,95.0,390.0,clear,warm,work
2015-08-05 21:51:22,True,False,True,False,0,donotnotify,no_send,0.0,11,34.0,2015-08-05,4.0,0.0,301.0,0.0,cloudy,warm,dining
2015-08-05 23:31:42,False,False,True,False,0,donotnotify,no_send,0.0,11,35.0,2015-08-05,5.0,33.0,369.0,33.0,cloudy,warm,service
2015-08-06 11:31:31,True,False,False,True,2,Hey look outside Not so bad right Maybe you could walk to work today or just park a bit further away,good,0.0,11,36.0,2015-08-06,1.0,197.0,119.0,67.0,cloudy,mild,home
2015-08-06 16:01:18,True,False,False,True,2,Intraoffice communication is important How about walking to a coworkers desk asking for some workrelated advice,bad,0.0,11,37.0,2015-08-06,2.0,200.0,184.0,0.0,cloudy,warm,work
2015-08-06 18:32:30,False,False,False,True,0,donotnotify,no_send,0.0,11,38.0,2015-08-06,3.0,0.0,213.0,0.0,cloudy,warm,work
2015-08-06 21:51:44,True,False,False,True,2,I shall wear white flannel trousers and walk upon the beach TS Eliot Where will you walk today,no_response,0.0,11,39.0,2015-08-06,4.0,324.0,315.0,127.0,cloudy,warm,home
2015-08-06 23:31:49,False,False,True,False,0,donotnotify,no_send,0.0,11,40.0,2015-08-06,5.0,446.0,624.0,60.0,cloudy,warm,shopping
2015-08-07 11:31:39,True,False,False,True,2,Need a coffee break How about a walk to a nearby coffee shop If you have extra time maybe you could pick one farther away,bad,0.0,11,41.0,2015-08-07,1.0,415.0,0.0,0.0,cloudy,cool,shopping
2015-08-07 16:02:32,True,False,False,True,2,What would it take for you to get a 1520 minute walk in this afternoon How could you make that happen,no_response,0.0,11,42.0,2015-08-07,2.0,182.0,152.0,0.0,clear,warm,work
2015-08-07 18:33:40,False,False,False,True,0,donotnotify,no_send,0.0,11,43.0,2015-08-07,3.0,144.0,0.0,0.0,cloudy,warm,work
2015-08-07 21:51:48,False,False,False,True,0,donotnotify,no_send,0.0,11,44.0,2015-08-07,4.0,0.0,147.0,0.0,cloudy,warm,home
2015-08-07 23:31:37,False,False,False,True,0,donotnotify,no_send,0.0,11,45.0,2015-08-07,5.0,372.0,291.0,157.0,cloudy,warm,shopping
2015-08-08 11:31:53,False,False,False,True,0,donotnotify,no_send,3.0,11,46.0,2015-08-08,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-08 16:01:45,False,False,False,True,0,donotnotify,no_send,15.0,11,47.0,2015-08-08,2.0,135.0,0.0,0.0,cloudy,warm,home
2015-08-08 18:31:32,True,False,False,True,2,Quick look at the clock If the minute ends in an even number try to stay moving for the next 4 minutes,no_response,15.0,11,48.0,2015-08-08,3.0,483.0,93.0,120.0,cloudy,warm,home
2015-08-08 21:51:59,True,False,False,True,1,Feeling stiff Try standing up reaching down to touch your toes It might look silly but we bet it feels good,good,0.0,11,49.0,2015-08-08,4.0,74.0,304.0,74.0,cloudy,warm,home
2015-08-08 23:31:28,False,False,False,True,0,donotnotify,no_send,2.0,11,50.0,2015-08-08,5.0,474.0,0.0,97.0,cloudy,warm,home
2015-08-09 11:33:17,True,False,False,True,2,How can you be active this weekend How about trying out a new sport or checking out the farmers market,no_response,4.0,11,51.0,2015-08-09,1.0,0.0,0.0,0.0,cloudy,mild,home
2015-08-09 16:01:55,False,False,False,True,0,donotnotify,no_send,0.0,11,52.0,2015-08-09,2.0,46.0,138.0,40.0,cloudy,warm,home
2015-08-09 18:31:55,True,False,False,True,1,Dont forget to stretch at the weekend too Reach high then to the front then to the ground feel the tension release,no_response,5.0,11,53.0,2015-08-09,3.0,113.0,199.0,87.0,cloudy,warm,home
2015-08-09 21:51:37,True,False,False,True,1,Pamper your body a bit Try standing up and stretching your legs arms and neck Feels good doesnt it,good,0.0,11,54.0,2015-08-09,4.0,77.0,29.0,0.0,cloudy,warm,dining
